,tissue_block,organ,is_best_fit_in_mesh_collisions,difference_between_best_and_second_best,number_of_mesh_collisions,number_of_bb_collisions,best_fit,second_best_fit,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0008716,http://purl.obolibrary.org/obo/UBERON_0001223,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.org/sig/ont/fma/fma7361,http://purl.org/sig/ont/fma/fma7360,http://purl.obolibrary.org/obo/UBERON_0002084,http://purl.obolibrary.org/obo/UBERON_0002080,http://purl.obolibrary.org/obo/UBERON_0002094,http://purl.org/sig/ont/fma/fma14930,http://purl.org/sig/ont/fma/fma14929,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.org/sig/ont/fma/fma14966,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/UBERON_0002115,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/UBERON_0001052,http://purl.obolibrary.org/obo/UBERON_0001159,http://purl.org/sig/ont/fma/fma14928,http://purl.obolibrary.org/obo/UBERON_0002116,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.org/sig/ont/fma/fma14926,http://purl.obolibrary.org/obo/UBERON_0002771,http://purl.obolibrary.org/obo/UBERON_0002137,http://purl.obolibrary.org/obo/UBERON_0002079,http://purl.org/sig/ont/fma/fma7267,http://purl.obolibrary.org/obo/UBERON_0002078,http://purl.org/sig/ont/fma/fma62649,http://purl.org/sig/ont/fma/fma7402
10,https://entity.api.hubmapconsortium.org/entities/d1b746040b9016e82acb4a5afe20062d,RightKidney,TRUE,0.163145806,1,5,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0002015,0.379830363,0.656049399,0.40842688,0.819195205,0.505145849,no comparison possible,0.741278257,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
11,https://entity.api.hubmapconsortium.org/entities/b2362226c142a855ddaa0fba0db29b95,RightKidney,TRUE,0.303393567,1,10,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/UBERON_0002189,0.633247847,0.435359655,0.936641414,0.590950259,0.420247367,no comparison possible,0.436388277,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
12,https://entity.api.hubmapconsortium.org/entities/d9e64e77d26d9fb8133d7754d1c3f6d0,RightKidney,FALSE,0.233249924,0,3,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0002015,0.305115625,0.526012665,0.401023409,0.759262588,0.428342691,no comparison possible,0.746115901,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
13,https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c,LeftUreter,TRUE,0.997609911,1,1,http://purl.obolibrary.org/obo/UBERON_0001223,,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.997609911,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
14,https://entity.api.hubmapconsortium.org/entities/80cd48a30567c0e5d5520e47dd4b3560,LeftUreter,TRUE,0.989730816,1,1,http://purl.obolibrary.org/obo/UBERON_0001223,,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.989730816,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
15,https://entity.api.hubmapconsortium.org/entities/726d0ab1980e05cd349766bcd9577315,LeftKidney,FALSE,0.068495366,2,6,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/UBERON_0002015,0.47721522,0.772356915,0.584845505,0.748253282,0.554855192,no comparison possible,0.840852281,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
16,https://entity.api.hubmapconsortium.org/entities/0ec930e0f4a8fcf12ea136a28e1acad4,LeftKidney,FALSE,0.00013093,0,3,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/UBERON_0001284,0.355308138,0.618917946,0.444078222,0.820465867,0.506732485,no comparison possible,0.820596798,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
17,https://entity.api.hubmapconsortium.org/entities/7007f3154a610f88a61c268890f14ee4,LeftKidney,FALSE,0.138503063,2,12,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/UBERON_0002015,0.430301363,0.85288724,0.522936968,0.845222367,0.735144011,no comparison possible,0.991390303,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
18,https://entity.api.hubmapconsortium.org/entities/0be6dee31365fd1e590a45263df043c6,RightKidney,FALSE,0.013125237,1,11,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/UBERON_0001284,0.387120343,0.684494041,0.502762841,0.853234454,0.565973028,no comparison possible,0.866359692,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
19,https://entity.api.hubmapconsortium.org/entities/e3b74d607c3b20c9c2349d98c235ce72,LeftUreter,FALSE,0.973388407,0,1,http://purl.obolibrary.org/obo/UBERON_0001223,,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.973388407,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
20,https://entity.api.hubmapconsortium.org/entities/b6293bba61e3956b6546f4e6f47c8c3c,LeftKidney,FALSE,0.086404193,1,3,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0002189,0.661656215,0.633363216,0.508149555,0.748060408,0.611332016,no comparison possible,0.533683954,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
21,https://entity.api.hubmapconsortium.org/entities/e92386147334ee241991e25d8ae3e04f,LeftKidney,FALSE,0.040350718,1,9,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/UBERON_0001284,0.442161141,0.838180043,0.525851808,0.89827233,0.688417769,no comparison possible,0.938623048,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
22,https://entity.api.hubmapconsortium.org/entities/2f8bb4ef2d9b8d23eebc24d1d5db36cd,LeftKidney,FALSE,0.113295213,1,3,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0002015,0.698443114,0.787345339,0.5671238,0.900640552,0.86590583,no comparison possible,0.781155666,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
23,https://entity.api.hubmapconsortium.org/entities/f7c5d23701bf7e9fd88b93aa0f48443d,LeftKidney,FALSE,0.010252572,1,3,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0002189,0.759128927,0.698236047,0.536765707,0.769381499,0.705599414,no comparison possible,0.567228706,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
24,https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d,LeftKidney,FALSE,0.008256616,1,9,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/UBERON_0001284,0.549827588,0.914322795,0.601855665,0.922929239,0.893734883,no comparison possible,0.931185855,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
25,https://entity.api.hubmapconsortium.org/entities/243c742cc28978c406d650984d6eeffd,LeftKidney,FALSE,0.052797751,1,11,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0002015,0.425186338,0.801312376,0.491016779,0.854110127,0.59748504,no comparison possible,0.847669039,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
26,https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76,RightKidney,FALSE,0.04728498,2,11,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/UBERON_0002189,0.659236559,0.706521539,0.503705209,0.632268987,0.615815511,no comparison possible,0.526254343,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
27,https://entity.api.hubmapconsortium.org/entities/2957761e1ed24c63f53714bd0d9bf25f,LeftKidney,TRUE,0.521299316,1,3,http://purl.obolibrary.org/obo/UBERON_0002189,,0.521299316,0.441655649,0.357266355,0.418907657,0.347199463,no comparison possible,0.257832639,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
28,https://entity.api.hubmapconsortium.org/entities/57cac4cbeaa9612c03727decf3f10c6d,LeftKidney,FALSE,0.275542411,3,6,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0002189,0.519895227,0.476583948,0.486101681,0.795437638,0.652295262,no comparison possible,0.554997511,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
29,https://entity.api.hubmapconsortium.org/entities/1c938bdcf482f2793bbaf6b49a72b306,LeftUreter,TRUE,0.986961893,1,1,http://purl.obolibrary.org/obo/UBERON_0001223,,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.986961893,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
30,https://entity.api.hubmapconsortium.org/entities/940f8fa7e80db959e52b7c0506981e7a,LeftKidney,FALSE,0.212852004,2,6,http://purl.obolibrary.org/obo/UBERON_0008716,http://purl.obolibrary.org/obo/UBERON_0001284,0.40535761,0.628582867,0.442368,0.7194502,0.932302204,no comparison possible,0.563346619,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
31,https://entity.api.hubmapconsortium.org/entities/a7c3ea8269b3a97ac9f39cb4a970666c,RightKidney,FALSE,0.174093229,2,9,http://purl.obolibrary.org/obo/UBERON_0008716,http://purl.obolibrary.org/obo/UBERON_0001284,0.43034226,0.484130683,0.427990978,0.68295143,0.857044659,no comparison possible,0.471073022,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
32,https://entity.api.hubmapconsortium.org/entities/8d7ce3aab7013e416263d23b0c048900,RightKidney,FALSE,0.123511863,0,5,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0002015,0.366793158,0.673612963,0.392623169,0.797124826,0.502261543,no comparison possible,0.697171713,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
33,https://entity.api.hubmapconsortium.org/entities/4eb373e9332ec51776a2ca2f79001022,RightKidney,FALSE,0.008341384,1,3,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0002015,0.57929909,0.815670974,0.560659649,0.824012358,0.745938399,no comparison possible,0.787045179,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
34,https://entity.api.hubmapconsortium.org/entities/015f9976f3fed4c35dbbaad622a413d9,RightKidney,FALSE,0.032486611,1,2,http://purl.obolibrary.org/obo/UBERON_0008716,http://purl.obolibrary.org/obo/UBERON_0001284,0.49956768,0.84393153,0.534041066,0.911008346,0.943494957,no comparison possible,0.876308056,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
35,https://entity.api.hubmapconsortium.org/entities/9af60cec8d8411323f601d13896c4601,LeftKidney,FALSE,0.233176537,2,5,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0002015,0.66031966,0.695037789,0.579708224,0.928214326,0.792301333,no comparison possible,0.805193075,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
