,tissue_block,best_fit,second_best_fit,difference_between_best_and_second_best,is_best_fit_in_mesh_collisions,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0008716,http://purl.obolibrary.org/obo/UBERON_0001223,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/UBERON_0002097,http://purl.org/sig/ont/fma/fma7361,http://purl.org/sig/ont/fma/fma7360,http://purl.obolibrary.org/obo/UBERON_0002084,http://purl.obolibrary.org/obo/UBERON_0002080,http://purl.obolibrary.org/obo/UBERON_0002094,http://purl.org/sig/ont/fma/fma14930,http://purl.org/sig/ont/fma/fma14929,http://purl.obolibrary.org/obo/UBERON_0001158,http://purl.org/sig/ont/fma/fma14966,http://purl.obolibrary.org/obo/UBERON_0001156,http://purl.obolibrary.org/obo/UBERON_0002115,http://purl.obolibrary.org/obo/UBERON_0001157,http://purl.obolibrary.org/obo/UBERON_0001052,http://purl.obolibrary.org/obo/UBERON_0001159,http://purl.org/sig/ont/fma/fma14928,http://purl.obolibrary.org/obo/UBERON_0002116,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.org/sig/ont/fma/fma14926,http://purl.obolibrary.org/obo/UBERON_0002771,http://purl.obolibrary.org/obo/UBERON_0002137,http://purl.obolibrary.org/obo/UBERON_0002079,http://purl.org/sig/ont/fma/fma7267,http://purl.obolibrary.org/obo/UBERON_0002078,http://purl.org/sig/ont/fma/fma62649,http://purl.org/sig/ont/fma/fma7402
10,https://entity.api.hubmapconsortium.org/entities/d1b746040b9016e82acb4a5afe20062d,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0002015,0.1631458058374139,True,0.3798303634989692,0.6560493992114909,0.4084268799077855,0.8191952050489048,0.5051458490088824,no comparison possible,0.741278256535405,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
11,https://entity.api.hubmapconsortium.org/entities/b2362226c142a855ddaa0fba0db29b95,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/UBERON_0002189,0.3033935667489811,True,0.6332478468405807,0.43535965465864,0.9366414135895618,0.590950258635184,0.42024736692452114,no comparison possible,0.43638827698641597,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
12,https://entity.api.hubmapconsortium.org/entities/d9e64e77d26d9fb8133d7754d1c3f6d0,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0002015,0.23324992366070885,False,0.30511562504776807,0.5260126646336006,0.4010234094864849,0.7592625882943095,0.4283426912585616,no comparison possible,0.7461159006195613,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
13,https://entity.api.hubmapconsortium.org/entities/92db984e67e05befc9c3d7567ba8333c,http://purl.obolibrary.org/obo/UBERON_0001223,,0.9976099105307468,True,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.9976099105307468,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
14,https://entity.api.hubmapconsortium.org/entities/80cd48a30567c0e5d5520e47dd4b3560,http://purl.obolibrary.org/obo/UBERON_0001223,,0.9897308159979903,True,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.9897308159979903,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
15,https://entity.api.hubmapconsortium.org/entities/726d0ab1980e05cd349766bcd9577315,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/UBERON_0002015,0.06849536624198393,False,0.47721521976487263,0.7723569145714353,0.5848455049224162,0.7482532816893875,0.554855191605247,no comparison possible,0.8408522808134192,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
16,https://entity.api.hubmapconsortium.org/entities/0ec930e0f4a8fcf12ea136a28e1acad4,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/UBERON_0001284,0.00013093008076459078,False,0.35530813808901585,0.6189179461363044,0.44407822237373107,0.8204658674369518,0.506732485201735,no comparison possible,0.8205967975177164,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
17,https://entity.api.hubmapconsortium.org/entities/7007f3154a610f88a61c268890f14ee4,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/UBERON_0002015,0.1385030628274463,False,0.4303013626983789,0.8528872404147734,0.522936968282076,0.8452223674488317,0.7351440109678231,no comparison possible,0.9913903032422197,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
18,https://entity.api.hubmapconsortium.org/entities/0be6dee31365fd1e590a45263df043c6,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/UBERON_0001284,0.013125237483920915,False,0.3871203429428024,0.6844940413632504,0.502762840583823,0.8532344541578912,0.565973028026089,no comparison possible,0.8663596916418121,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
19,https://entity.api.hubmapconsortium.org/entities/e3b74d607c3b20c9c2349d98c235ce72,http://purl.obolibrary.org/obo/UBERON_0001223,,0.9733884074528072,False,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.9733884074528072,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
20,https://entity.api.hubmapconsortium.org/entities/b6293bba61e3956b6546f4e6f47c8c3c,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0002189,0.08640419281251421,False,0.6616562154791995,0.633363215617959,0.5081495553421213,0.7480604082917137,0.6113320160627594,no comparison possible,0.5336839538986333,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
21,https://entity.api.hubmapconsortium.org/entities/e92386147334ee241991e25d8ae3e04f,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/UBERON_0001284,0.0403507178291761,False,0.44216114101885784,0.8381800425127046,0.5258518082136672,0.8982723298275633,0.6884177689457187,no comparison possible,0.9386230476567394,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
22,https://entity.api.hubmapconsortium.org/entities/2f8bb4ef2d9b8d23eebc24d1d5db36cd,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0002015,0.1132952133026861,False,0.6984431143236528,0.7873453387157655,0.5671238001960792,0.9006405520184516,0.8659058302402024,no comparison possible,0.7811556655298717,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
23,https://entity.api.hubmapconsortium.org/entities/f7c5d23701bf7e9fd88b93aa0f48443d,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0002189,0.010252571769485241,False,0.7591289273712254,0.6982360466245761,0.5367657066608306,0.7693814991407106,0.7055994136827515,no comparison possible,0.5672287064593059,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
24,https://entity.api.hubmapconsortium.org/entities/3d74b962e316efbfba104370f5c87e2d,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/UBERON_0001284,0.008256616094717395,False,0.5498275884710137,0.914322795376017,0.6018556648715077,0.9229292392578381,0.8937348834045367,no comparison possible,0.9311858553525555,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
25,https://entity.api.hubmapconsortium.org/entities/243c742cc28978c406d650984d6eeffd,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0002015,0.05279775099948503,False,0.42518633836045044,0.8013123759869919,0.49101677906434543,0.8541101269864769,0.597485039601314,no comparison possible,0.8476690387682252,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
26,https://entity.api.hubmapconsortium.org/entities/aadeb3ec91f8886051108dbb45ddec76,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/UBERON_0002189,0.047284980130311904,False,0.6592365589663125,0.7065215390966244,0.503705209404118,0.632268987212467,0.6158155107771509,no comparison possible,0.5262543431867042,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
27,https://entity.api.hubmapconsortium.org/entities/2957761e1ed24c63f53714bd0d9bf25f,http://purl.obolibrary.org/obo/UBERON_0002189,,0.5212993156322747,True,0.5212993156322747,0.4416556492341651,0.35726635486827063,0.4189076574748648,0.3471994632082676,no comparison possible,0.25783263851498134,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
28,https://entity.api.hubmapconsortium.org/entities/57cac4cbeaa9612c03727decf3f10c6d,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0002189,0.2755424110953797,False,0.5198952269078021,0.47658394780930224,0.48610168083933875,0.7954376380031818,0.652295261642622,no comparison possible,0.554997510955232,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
29,https://entity.api.hubmapconsortium.org/entities/1c938bdcf482f2793bbaf6b49a72b306,http://purl.obolibrary.org/obo/UBERON_0001223,,0.9869618932622272,True,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,0.9869618932622272,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
30,https://entity.api.hubmapconsortium.org/entities/940f8fa7e80db959e52b7c0506981e7a,http://purl.obolibrary.org/obo/UBERON_0008716,http://purl.obolibrary.org/obo/UBERON_0001284,0.2128520044543054,False,0.4053576098951771,0.6285828671511203,0.44236800019342937,0.7194501996097389,0.9323022040640443,no comparison possible,0.5633466189175995,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
31,https://entity.api.hubmapconsortium.org/entities/a7c3ea8269b3a97ac9f39cb4a970666c,http://purl.obolibrary.org/obo/UBERON_0008716,http://purl.obolibrary.org/obo/UBERON_0001284,0.1740932294242985,False,0.430342260213389,0.4841306828164414,0.4279909784550197,0.6829514297660519,0.8570446591903504,no comparison possible,0.4710730215104585,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
32,https://entity.api.hubmapconsortium.org/entities/8d7ce3aab7013e416263d23b0c048900,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0002015,0.123511862770049,False,0.36679315756162734,0.6736129632130232,0.39262316913486756,0.7971248259830722,0.5022615430068821,no comparison possible,0.6971717126699571,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
33,https://entity.api.hubmapconsortium.org/entities/4eb373e9332ec51776a2ca2f79001022,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0002015,0.008341383732772378,False,0.5792990897142655,0.8156709740347776,0.5606596493257952,0.82401235776755,0.7459383991463552,no comparison possible,0.7870451787116576,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
34,https://entity.api.hubmapconsortium.org/entities/015f9976f3fed4c35dbbaad622a413d9,http://purl.obolibrary.org/obo/UBERON_0008716,http://purl.obolibrary.org/obo/UBERON_0001284,0.03248661060145186,False,0.49956767951174225,0.8439315303429409,0.5340410662271567,0.9110083463468771,0.943494956948329,no comparison possible,0.8763080563612157,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
35,https://entity.api.hubmapconsortium.org/entities/9af60cec8d8411323f601d13896c4601,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/UBERON_0002015,0.23317653655170334,False,0.6603196596817633,0.6950377892399107,0.5797082237965893,0.928214325791614,0.792301332548232,no comparison possible,0.8051930749602956,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible,no comparison possible
