"tool","modality","sex","organ","organId","as","as_id","cell_id","cell_label","annotation_label","cell_count","percentage","asct_relation_in_asctb_table","indirect_asct_relation_in_asctb_table"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0002144","Capillary Endothelial","Capillary Endothelial",6156.269,0.181801110184525,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002138","Lymphatic Endothelial","Lymphatic Endothelial",1493.201,0.00226570116503211,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002138","Lymphatic Endothelial","Lymphatic Endothelial",706.069,0.00187306251646479,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0001065","ILC","Ilc",3.872,0.0000863483291598307,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0002573","Neuronal","Neuronal",377.74,0.0266684269588752,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0002350","Endocardial","Endocardial",53.695,0.00158566992627484,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:1000413","Arterial Endothelial","Arterial Endothelial",173.91,0.0122780381543336,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000192","Smooth Muscle","Smooth Muscle",1268.541,0.0217416454107604,"false","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0002144","Capillary Endothelial","Capillary Endothelial",2715.874,0.0924334912558149,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000115","Endothelial","Endothelial",6.257,0.000130972109450568,"false","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000115","Endothelial","Endothelial",266.475,0.0188131229784144,"false","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002350","Endocardial","Endocardial",2158.683,0.00572656243544153,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000136","Adipocyte","Adipocyte",171.502,0.00358989591097832,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:1000413","Arterial Endothelial","Arterial Endothelial",3792.563,0.0100609254855138,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000057","Fibroblast","Fibroblast",2665.335,0.147330556607346,"false","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000669","Pericyte","Pericyte",913.495,0.064492705789161,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000057","Fibroblast","Fibroblast",4315.96,0.304706581292494,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002144","Capillary Endothelial","Capillary Endothelial",9261.824,0.206545203350315,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000097","Mast","Mast",17.765,0.00125420819856096,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002138","Lymphatic Endothelial","Lymphatic Endothelial",11.645,0.000643695569859902,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0002144","Capillary Endothelial","Capillary Endothelial",1230.46,0.0868704204898013,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000669","Pericyte","Pericyte",1771.884,0.0603052366274423,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000057","Fibroblast","Fibroblast",509.66,0.14712305238621,"false","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000097","Mast","Mast",1854.081,0.00491851309658059,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0002573","Neuronal","Neuronal",25.33,0.00731198625935468,"false","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0002144","Capillary Endothelial","Capillary Endothelial",4861.944,0.215416798423779,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000097","Mast","Mast",59.448,0.0020232846546547,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000057","Fibroblast","Fibroblast",7674.304,0.171142388394784,"false","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:1000414","Venous Endothelial","Venous Endothelial",492.953,0.010318538320279,"false","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0002138","Lymphatic Endothelial","Lymphatic Endothelial",3.995,0.0011532327321801,"false","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000136","Adipocyte","Adipocyte",7.686,0.000340541460922867,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002573","Neuronal","Neuronal",2950.036,0.00447622255951252,"false","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000669","Pericyte","Pericyte",24440.386,0.0648355485151322,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:1000413","Arterial Endothelial","Arterial Endothelial",142.48,0.00787580461946233,"false","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0002350","Endocardial","Endocardial",20.862,0.000924326822504925,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000235","Macrophage","Macrophage",275.825,0.0194732325566044,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000236","B","B",311.169,0.0105904902217778,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0002144","Capillary Endothelial","Capillary Endothelial",10044.111,0.172146978164929,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000192","Smooth Muscle","Smooth Muscle",7119.454,0.0188865145263357,"false","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002144","Capillary Endothelial","Capillary Endothelial",22720.948,0.0602742168787267,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:1000413","Arterial Endothelial","Arterial Endothelial",5917.471,0.00897884540577169,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0002573","Neuronal","Neuronal",372.679,0.00638738099126222,"false","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000192","Smooth Muscle","Smooth Muscle",836.385,0.0462324876940553,"false","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000236","B","B",320.927,0.00947731245794963,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000235","Macrophage","Macrophage",468.54,0.0258992805755396,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000097","Mast","Mast",100.01,0.00552820901173798,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000669","Pericyte","Pericyte",3390.065,0.187391139719803,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000115","Endothelial","Endothelial",63.943,0.0000970235953469412,"false","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:1000414","Venous Endothelial","Venous Endothelial",534.359,0.00915842996012624,"false","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000669","Pericyte","Pericyte",3133.143,0.1388192941062,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000236","B","B",242,0.00539677057248942,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000097","Mast","Mast",234.256,0.00522407391416976,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000235","Macrophage","Macrophage",267.912,0.0118703023521685,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0002144","Capillary Endothelial","Capillary Endothelial",693.175,0.200098147466569,"false","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0002138","Lymphatic Endothelial","Lymphatic Endothelial",96.728,0.00202471954657736,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000235","Macrophage","Macrophage",1117.975,0.0234015573058972,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0002138","Lymphatic Endothelial","Lymphatic Endothelial",146.547,0.00251168303587405,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000192","Smooth Muscle","Smooth Muscle",682.813,0.0232392185590557,"false","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0002350","Endocardial","Endocardial",1043.312,0.0355086320753786,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000136","Adipocyte","Adipocyte",161.383,0.00549259432482404,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000192","Smooth Muscle","Smooth Muscle",9611.847,0.0145844885892859,"false","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000057","Fibroblast","Fibroblast",7601.548,0.258715102611041,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000115","Endothelial","Endothelial",0.255,0.0000736105999263894,"false","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002144","Capillary Endothelial","Capillary Endothelial",40861.528,0.0620010377669128,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:1000413","Arterial Endothelial","Arterial Endothelial",405.592,0.00904498747949227,"false","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000097","Mast","Mast",16.66,0.00480922586185744,"false","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0011031","Monocyte/cDC","Monocyte/Cdc",144.16,0.0416145258250521,"false","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0002350","Endocardial","Endocardial",4.505,0.00130045393203288,"false","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000669","Pericyte","Pericyte",505.155,0.145822598454177,"false","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:1000414","Venous Endothelial","Venous Endothelial",3832.354,0.0101664832009675,"false","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000235","Macrophage","Macrophage",651.023,0.019225395146908,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000235","Macrophage","Macrophage",7264.244,0.0192706139865286,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:1000413","Arterial Endothelial","Arterial Endothelial",465.703,0.00974813877057023,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000057","Fibroblast","Fibroblast",8909.193,0.152695510119128,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002350","Endocardial","Endocardial",209.61,0.0115865202574782,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0001065","ILC","Ilc",2.74,0.000151457781143506,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000136","Adipocyte","Adipocyte",1798.565,0.00477124004159013,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000084","T","T",37.995,0.010967979389032,"false","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:1000414","Venous Endothelial","Venous Endothelial",182.21,0.0100719424460432,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000097","Mast","Mast",2856.267,0.00433394263032422,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000669","Pericyte","Pericyte",6092.893,0.12753700637152,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:1000414","Venous Endothelial","Venous Endothelial",5661.202,0.00858999690388775,"false","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000235","Macrophage","Macrophage",15486.543,0.0234984295599988,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0001065","ILC","Ilc",7.355,0.0000195113718469421,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:1000413","Arterial Endothelial","Arterial Endothelial",43.01,0.0124156545209177,"false","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:1000413","Arterial Endothelial","Arterial Endothelial",211.365,0.00936489017537885,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000057","Fibroblast","Fibroblast",5145.91,0.15196414433964,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0001065","ILC","Ilc",1.966,0.0000336954618554346,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002573","Neuronal","Neuronal",327.43,0.018099204846649,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000236","B","B",670.9,0.0140433415742986,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000057","Fibroblast","Fibroblast",186988.031,0.283725365629784,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000057","Fibroblast","Fibroblast",100689.619,0.267109802506584,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:1000413","Arterial Endothelial","Arterial Endothelial",7660.838,0.131299834491182,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002350","Endocardial","Endocardial",4199.092,0.00637147151420137,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000235","Macrophage","Macrophage",1411.344,0.0314739659787583,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000097","Mast","Mast",161.506,0.00476944235241538,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:1000414","Venous Endothelial","Venous Endothelial",1081.756,0.0368170554918694,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000097","Mast","Mast",196.175,0.0041063534555642,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000115","Endothelial","Endothelial",42.149,0.000111813026781341,"false","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000115","Endothelial","Endothelial",1.1,0.0000188530051073134,"false","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002573","Neuronal","Neuronal",1561.382,0.00414204008118588,"false","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000235","Macrophage","Macrophage",1543.813,0.0525429476610893,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:1000414","Venous Endothelial","Venous Endothelial",686.312,0.01530524134358,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0002138","Lymphatic Endothelial","Lymphatic Endothelial",57.096,0.00252973656685558,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000115","Endothelial","Endothelial",182.952,0.004079958552802,"false","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000136","Adipocyte","Adipocyte",10.285,0.00296896086369771,"false","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000236","B","B",10.285,0.00296896086369771,"false","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000192","Smooth Muscle","Smooth Muscle",1827.584,0.0407564113634401,"false","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000097","Mast","Mast",285.806,0.00489845634336437,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000669","Pericyte","Pericyte",4513.781,0.133296708920584,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000136","Adipocyte","Adipocyte",894.432,0.0199464640359209,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0001065","ILC","Ilc",30.952,0.0000469648643820047,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000236","B","B",14663.389,0.0388990938566091,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000192","Smooth Muscle","Smooth Muscle",676.94,0.0477919334609545,"false","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000057","Fibroblast","Fibroblast",2559.438,0.113400306487315,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000669","Pericyte","Pericyte",6896.057,0.118192179855749,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000236","B","B",31.79,0.00224437256584593,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0002138","Lymphatic Endothelial","Lymphatic Endothelial",15.895,0.00112218628292297,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:1000414","Venous Endothelial","Venous Endothelial",112.2,0.00792131493827975,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000136","Adipocyte","Adipocyte",461.89,0.032609413162585,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0002138","Lymphatic Endothelial","Lymphatic Endothelial",48.355,0.00142797409973032,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000669","Pericyte","Pericyte",33055.113,0.0501560125089442,"true","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002573","Neuronal","Neuronal",633.072,0.0141179518176323,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000192","Smooth Muscle","Smooth Muscle",825.562,0.0172807410296036,"false","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000623","NK","Nk",70.465,0.0203410624463256,"false","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000136","Adipocyte","Adipocyte",3439.558,0.00521899634931633,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000235","Macrophage","Macrophage",64.345,0.0185744080480923,"false","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000057","Fibroblast","Fibroblast",7875.5,0.164850702889236,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000115","Endothelial","Endothelial",1.37,0.0000757288905717531,"false","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:1000414","Venous Endothelial","Venous Endothelial",33.235,0.00959391485707275,"false","true"
"Azimuth","sc_transcriptomics","Male","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:1000413","Arterial Endothelial","Arterial Endothelial",831.299,0.0282928695688635,"true","true"
"Azimuth","sc_transcriptomics","Female","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000136","Adipocyte","Adipocyte",100.469,0.00296695543016867,"true","true"
