"sex","tool","modality","organ","organId","as","as_id","cell_id","cell_label","cell_count","percentage","annotation_label","annotation_label_id","cell_label2"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002138","Lymphatic Endothelial",92.928,0.00207235989983594,"Lymphatic Endothelial","AZ:0000010","endothelial cell of lymphatic vessel"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0002144","Capillary Endothelial",6156.269,0.181801110184525,"Capillary Endothelial","AZ:0000005","capillary endothelial cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002138","Lymphatic Endothelial",1493.201,0.00226570116503211,"Lymphatic Endothelial","AZ:0000010","endothelial cell of lymphatic vessel"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002138","Lymphatic Endothelial",706.069,0.00187306251646479,"Lymphatic Endothelial","AZ:0000010","endothelial cell of lymphatic vessel"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0001065","ILC",3.872,0.0000863483291598307,"Ilc","AZ:0000009","innate lymphoid cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0002573","Neuronal",377.74,0.0266684269588752,"Neuronal","AZ:0000015","Schwann cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0002350","Endocardial",53.695,0.00158566992627484,"Endocardial","AZ:0000006","endocardial cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:1000413","Arterial Endothelial",173.91,0.0122780381543336,"Arterial Endothelial","AZ:0000002","endothelial cell of artery"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000192","Smooth Muscle",1268.541,0.0217416454107604,"Smooth Muscle","AZ:0000018","smooth muscle cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0002144","Capillary Endothelial",2715.874,0.0924334912558149,"Capillary Endothelial","AZ:0000005","capillary endothelial cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000115","Endothelial",6.257,0.000130972109450568,"Endothelial","AZ:0000007","endothelial cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000115","Endothelial",266.475,0.0188131229784144,"Endothelial","AZ:0000007","endothelial cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002350","Endocardial",2158.683,0.00572656243544153,"Endocardial","AZ:0000006","endocardial cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000136","Adipocyte",171.502,0.00358989591097832,"Adipocyte","AZ:0000001","adipocyte"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:1000413","Arterial Endothelial",3792.563,0.0100609254855138,"Arterial Endothelial","AZ:0000002","endothelial cell of artery"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000057","Fibroblast",2665.335,0.147330556607346,"Fibroblast","AZ:0000008","fibroblast"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000669","Pericyte",913.495,0.064492705789161,"Pericyte","AZ:0000017","pericyte"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000057","Fibroblast",4315.96,0.304706581292494,"Fibroblast","AZ:0000008","fibroblast"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002144","Capillary Endothelial",9261.824,0.206545203350315,"Capillary Endothelial","AZ:0000005","capillary endothelial cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000097","Mast",17.765,0.00125420819856096,"Mast","AZ:0000012","mast cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002138","Lymphatic Endothelial",11.645,0.000643695569859902,"Lymphatic Endothelial","AZ:0000010","endothelial cell of lymphatic vessel"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0002144","Capillary Endothelial",1230.46,0.0868704204898013,"Capillary Endothelial","AZ:0000005","capillary endothelial cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000669","Pericyte",1771.884,0.0603052366274423,"Pericyte","AZ:0000017","pericyte"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000057","Fibroblast",509.66,0.14712305238621,"Fibroblast","AZ:0000008","fibroblast"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000097","Mast",1854.081,0.00491851309658059,"Mast","AZ:0000012","mast cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0002573","Neuronal",25.33,0.00731198625935468,"Neuronal","AZ:0000015","Schwann cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0002144","Capillary Endothelial",4861.944,0.215416798423779,"Capillary Endothelial","AZ:0000005","capillary endothelial cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000097","Mast",59.448,0.0020232846546547,"Mast","AZ:0000012","mast cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000057","Fibroblast",7674.304,0.171142388394784,"Fibroblast","AZ:0000008","fibroblast"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:1000414","Venous Endothelial",492.953,0.010318538320279,"Venous Endothelial","AZ:0000020","endothelial cell of venule"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0002138","Lymphatic Endothelial",3.995,0.0011532327321801,"Lymphatic Endothelial","AZ:0000010","endothelial cell of lymphatic vessel"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000136","Adipocyte",7.686,0.000340541460922867,"Adipocyte","AZ:0000001","adipocyte"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002573","Neuronal",2950.036,0.00447622255951252,"Neuronal","AZ:0000015","Schwann cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000669","Pericyte",24440.386,0.0648355485151322,"Pericyte","AZ:0000017","pericyte"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:1000413","Arterial Endothelial",142.48,0.00787580461946233,"Arterial Endothelial","AZ:0000002","endothelial cell of artery"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0002350","Endocardial",20.862,0.000924326822504925,"Endocardial","AZ:0000006","endocardial cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000235","Macrophage",275.825,0.0194732325566044,"Macrophage","AZ:0000011","macrophage"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000236","B",311.169,0.0105904902217778,"B","AZ:0000004","B cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0002144","Capillary Endothelial",10044.111,0.172146978164929,"Capillary Endothelial","AZ:0000005","capillary endothelial cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000192","Smooth Muscle",7119.454,0.0188865145263357,"Smooth Muscle","AZ:0000018","smooth muscle cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002144","Capillary Endothelial",22720.948,0.0602742168787267,"Capillary Endothelial","AZ:0000005","capillary endothelial cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:1000413","Arterial Endothelial",5917.471,0.00897884540577169,"Arterial Endothelial","AZ:0000002","endothelial cell of artery"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0002573","Neuronal",372.679,0.00638738099126222,"Neuronal","AZ:0000015","Schwann cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000192","Smooth Muscle",836.385,0.0462324876940553,"Smooth Muscle","AZ:0000018","smooth muscle cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000236","B",320.927,0.00947731245794963,"B","AZ:0000004","B cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000235","Macrophage",468.54,0.0258992805755396,"Macrophage","AZ:0000011","macrophage"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000097","Mast",100.01,0.00552820901173798,"Mast","AZ:0000012","mast cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000669","Pericyte",3390.065,0.187391139719803,"Pericyte","AZ:0000017","pericyte"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000115","Endothelial",63.943,0.0000970235953469412,"Endothelial","AZ:0000007","endothelial cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:1000414","Venous Endothelial",534.359,0.00915842996012624,"Venous Endothelial","AZ:0000020","endothelial cell of venule"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000669","Pericyte",3133.143,0.1388192941062,"Pericyte","AZ:0000017","pericyte"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000236","B",242,0.00539677057248942,"B","AZ:0000004","B cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000097","Mast",234.256,0.00522407391416976,"Mast","AZ:0000012","mast cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000235","Macrophage",267.912,0.0118703023521685,"Macrophage","AZ:0000011","macrophage"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0002144","Capillary Endothelial",693.175,0.200098147466569,"Capillary Endothelial","AZ:0000005","capillary endothelial cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0002138","Lymphatic Endothelial",96.728,0.00202471954657736,"Lymphatic Endothelial","AZ:0000010","endothelial cell of lymphatic vessel"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000235","Macrophage",1117.975,0.0234015573058972,"Macrophage","AZ:0000011","macrophage"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0002138","Lymphatic Endothelial",146.547,0.00251168303587405,"Lymphatic Endothelial","AZ:0000010","endothelial cell of lymphatic vessel"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000192","Smooth Muscle",682.813,0.0232392185590557,"Smooth Muscle","AZ:0000018","smooth muscle cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0002350","Endocardial",1043.312,0.0355086320753786,"Endocardial","AZ:0000006","endocardial cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000136","Adipocyte",161.383,0.00549259432482404,"Adipocyte","AZ:0000001","adipocyte"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000192","Smooth Muscle",9611.847,0.0145844885892859,"Smooth Muscle","AZ:0000018","smooth muscle cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000057","Fibroblast",7601.548,0.258715102611041,"Fibroblast","AZ:0000008","fibroblast"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000115","Endothelial",0.255,0.0000736105999263894,"Endothelial","AZ:0000007","endothelial cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002144","Capillary Endothelial",40861.528,0.0620010377669128,"Capillary Endothelial","AZ:0000005","capillary endothelial cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:1000413","Arterial Endothelial",405.592,0.00904498747949227,"Arterial Endothelial","AZ:0000002","endothelial cell of artery"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000097","Mast",16.66,0.00480922586185744,"Mast","AZ:0000012","mast cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0011031","Monocyte/cDC",144.16,0.0416145258250521,"Monocyte/Cdc","AZ:0000014","monocyte-derived dendritic cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0002350","Endocardial",4.505,0.00130045393203288,"Endocardial","AZ:0000006","endocardial cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000669","Pericyte",505.155,0.145822598454177,"Pericyte","AZ:0000017","pericyte"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:1000414","Venous Endothelial",3832.354,0.0101664832009675,"Venous Endothelial","AZ:0000020","endothelial cell of venule"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000235","Macrophage",651.023,0.019225395146908,"Macrophage","AZ:0000011","macrophage"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000235","Macrophage",7264.244,0.0192706139865286,"Macrophage","AZ:0000011","macrophage"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:1000413","Arterial Endothelial",465.703,0.00974813877057023,"Arterial Endothelial","AZ:0000002","endothelial cell of artery"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000057","Fibroblast",8909.193,0.152695510119128,"Fibroblast","AZ:0000008","fibroblast"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002350","Endocardial",209.61,0.0115865202574782,"Endocardial","AZ:0000006","endocardial cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0001065","ILC",2.74,0.000151457781143506,"Ilc","AZ:0000009","innate lymphoid cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000136","Adipocyte",1798.565,0.00477124004159013,"Adipocyte","AZ:0000001","adipocyte"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000084","T",37.995,0.010967979389032,"T","AZ:0000019","T cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:1000414","Venous Endothelial",182.21,0.0100719424460432,"Venous Endothelial","AZ:0000020","endothelial cell of venule"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000097","Mast",2856.267,0.00433394263032422,"Mast","AZ:0000012","mast cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000669","Pericyte",6092.893,0.12753700637152,"Pericyte","AZ:0000017","pericyte"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:1000414","Venous Endothelial",5661.202,0.00858999690388775,"Venous Endothelial","AZ:0000020","endothelial cell of venule"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000235","Macrophage",15486.543,0.0234984295599988,"Macrophage","AZ:0000011","macrophage"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0001065","ILC",7.355,0.0000195113718469421,"Ilc","AZ:0000009","innate lymphoid cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:1000413","Arterial Endothelial",43.01,0.0124156545209177,"Arterial Endothelial","AZ:0000002","endothelial cell of artery"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:1000413","Arterial Endothelial",211.365,0.00936489017537885,"Arterial Endothelial","AZ:0000002","endothelial cell of artery"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000057","Fibroblast",5145.91,0.15196414433964,"Fibroblast","AZ:0000008","fibroblast"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0001065","ILC",1.966,0.0000336954618554346,"Ilc","AZ:0000009","innate lymphoid cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0002573","Neuronal",327.43,0.018099204846649,"Neuronal","AZ:0000015","Schwann cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000236","B",670.9,0.0140433415742986,"B","AZ:0000004","B cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000057","Fibroblast",186988.031,0.283725365629784,"Fibroblast","AZ:0000008","fibroblast"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000057","Fibroblast",100689.619,0.267109802506584,"Fibroblast","AZ:0000008","fibroblast"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:1000413","Arterial Endothelial",7660.838,0.131299834491182,"Arterial Endothelial","AZ:0000002","endothelial cell of artery"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002350","Endocardial",4199.092,0.00637147151420137,"Endocardial","AZ:0000006","endocardial cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000235","Macrophage",1411.344,0.0314739659787583,"Macrophage","AZ:0000011","macrophage"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000097","Mast",161.506,0.00476944235241538,"Mast","AZ:0000012","mast cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:1000414","Venous Endothelial",1081.756,0.0368170554918694,"Venous Endothelial","AZ:0000020","endothelial cell of venule"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000097","Mast",196.175,0.0041063534555642,"Mast","AZ:0000012","mast cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000115","Endothelial",42.149,0.000111813026781341,"Endothelial","AZ:0000007","endothelial cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000115","Endothelial",1.1,0.0000188530051073134,"Endothelial","AZ:0000007","endothelial cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0002573","Neuronal",1561.382,0.00414204008118588,"Neuronal","AZ:0000015","Schwann cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000235","Macrophage",1543.813,0.0525429476610893,"Macrophage","AZ:0000011","macrophage"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:1000414","Venous Endothelial",686.312,0.01530524134358,"Venous Endothelial","AZ:0000020","endothelial cell of venule"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0002138","Lymphatic Endothelial",57.096,0.00252973656685558,"Lymphatic Endothelial","AZ:0000010","endothelial cell of lymphatic vessel"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000115","Endothelial",182.952,0.004079958552802,"Endothelial","AZ:0000007","endothelial cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000136","Adipocyte",10.285,0.00296896086369771,"Adipocyte","AZ:0000001","adipocyte"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Posteromedial Head of Posterior Papillary Muscle Of Left Ventricle","FMA:7267","CL:0000236","B",10.285,0.00296896086369771,"B","AZ:0000004","B cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000192","Smooth Muscle",1827.584,0.0407564113634401,"Smooth Muscle","AZ:0000018","smooth muscle cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000097","Mast",285.806,0.00489845634336437,"Mast","AZ:0000012","mast cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000669","Pericyte",4513.781,0.133296708920584,"Pericyte","AZ:0000017","pericyte"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Cardiac Atrium","UBERON:0002079","CL:0000136","Adipocyte",894.432,0.0199464640359209,"Adipocyte","AZ:0000001","adipocyte"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0001065","ILC",30.952,0.0000469648643820047,"Ilc","AZ:0000009","innate lymphoid cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Left Ventricle","UBERON:0002084","CL:0000236","B",14663.389,0.0388990938566091,"B","AZ:0000004","B cell"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000192","Smooth Muscle",676.94,0.0477919334609545,"Smooth Muscle","AZ:0000018","smooth muscle cell"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Interventricular Septum","UBERON:0002094","CL:0000057","Fibroblast",2559.438,0.113400306487315,"Fibroblast","AZ:0000008","fibroblast"
"Male","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Ventricle","UBERON:0002080","CL:0000669","Pericyte",6896.057,0.118192179855749,"Pericyte","AZ:0000017","pericyte"
"Female","Azimuth","sc_transcriptomics","Heart","UBERON:0000948","Right Cardiac Atrium","UBERON:0002078","CL:0000236","B",31.79,0.00224437256584593,"B","AZ:0000004","B cell"
