,source, target, distance,in_hra_pop
26,Allen_paracentral_lobule_rostral_part_L,Allen_primary_motor_cortex_L,-1,FALSE
27,Allen_long_insular_gyri_L,Allen_white_matter_of_forebrain_L,-1,FALSE
28,Allen_habenular_nuclei_L,Allen_white_matter_of_forebrain_L,-1,FALSE
29,Allen_supramarginal_gyrus_L,Allen_white_matter_of_forebrain_L,-1,FALSE
30,Allen_cuneus_L,Allen_white_matter_of_forebrain_L,-1,FALSE
31,Allen_body_of_lateral_ventricle_L,Allen_white_matter_of_forebrain_L,-1,FALSE
32,Allen_body_of_caudate_L,Allen_white_matter_of_forebrain_L,-1,FALSE
33,Allen_paracentral_lobule_caudal_part_L,Allen_white_matter_of_forebrain_L,-1,FALSE
34,Allen_long_insular_gyri_L,Allen_parietal_operculum_L,-1,FALSE
35,Allen_parietal_operculum_L,Allen_white_matter_of_forebrain_L,-1,FALSE
36,Allen_thalamus_L,Allen_white_matter_of_forebrain_L,-1,FALSE
37,Allen_septal_nuclei_L,Allen_white_matter_of_forebrain_L,-1,FALSE
38,Allen_anterior_commissure_R,Allen_white_matter_of_forebrain_R,-1,FALSE
39,Allen_body_of_lateral_ventricle_L,Allen_thalamus_L,-1,FALSE
40,Allen_fornix_L,Allen_septal_nuclei_L,-1,FALSE
41,Allen_internal_segment_of_globus_pallidus_L,Allen_white_matter_of_forebrain_L,-1,FALSE
42,Allen_mediodorsal_nucleus_of_thalamus_L,Allen_thalamus_L,-1,FALSE
43,Allen_thalamus_L,Allen_ventral_lateral_nucleus_of_thalamus_L,-1,FALSE
44,Allen_supraparietal_lobule_L,Allen_white_matter_of_forebrain_L,-1,FALSE
45,Allen_angular_gyrus_L,Allen_supramarginal_gyrus_L,-1,FALSE
46,Allen_long_insular_gyri_R,Allen_white_matter_of_forebrain_R,-1,FALSE
47,Allen_paracentral_lobule_caudal_part_L,Allen_primary_motor_cortex_L,-1,FALSE
48,Allen_parietal_operculum_L,Allen_primary_motor_cortex_L,-1,FALSE
49,Allen_habenular_nuclei_L,Allen_mediodorsal_nucleus_of_thalamus_L,-1,FALSE
50,Allen_postcentral_gyrus_L,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,-1,FALSE
51,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,Allen_white_matter_of_forebrain_L,-1,FALSE
52,Allen_body_of_lateral_ventricle_L,Allen_fornix_L,-1,FALSE
53,Allen_precuneus_L,Allen_white_matter_of_forebrain_L,-1,FALSE
54,Allen_planum_temporale_L,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,-1,FALSE
55,Allen_precuneus_L,Allen_superior_occipital_gyrus_L,-1,FALSE
56,Allen_cingulate_gyrus_caudal_posterior_part_L,Allen_precuneus_L,-1,FALSE
57,Allen_cuneus_L,Allen_superior_occipital_gyrus_L,-1,FALSE
58,Allen_perirhinal_gyrus_rostral_part_of_FuGt_L,Allen_white_matter_of_forebrain_L,-1,FALSE
59,Allen_postcentral_gyrus_L,Allen_supraparietal_lobule_L,-1,FALSE
60,Allen_tail_of_caudate_R,Allen_white_matter_of_forebrain_R,-1,FALSE
61,Allen_angular_gyrus_L,Allen_white_matter_of_forebrain_L,-1,FALSE
62,Allen_body_of_lateral_ventricle_L,Allen_septal_nuclei_L,-1,FALSE
63,Allen_reuniens_nucleus_medioventral_nucleus_of_thalamus_L,Allen_thalamus_L,-1,FALSE
64,Allen_superior_occipital_gyrus_L,Allen_supraparietal_lobule_L,-1,FALSE
65,Allen_paracentral_lobule_caudal_part_L,Allen_precuneus_L,-1,FALSE
66,Allen_tuberal_region_of_HTH_L,Allen_white_matter_of_forebrain_L,-1,FALSE
67,Allen_angular_gyrus_L,Allen_superior_occipital_gyrus_L,-1,FALSE
68,Allen_cingulate_gyrus_caudal_posterior_part_L,Allen_paracentral_lobule_caudal_part_L,-1,FALSE
69,Allen_body_of_lateral_ventricle_L,Allen_perirhinal_gyrus_rostral_part_of_FuGt_L,-1,FALSE
70,Allen_long_insular_gyri_L,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,-1,FALSE
71,Allen_midline_nuclear_complex_L,Allen_white_matter_of_forebrain_L,-1,FALSE
72,Allen_supramarginal_gyrus_L,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,-1,FALSE
73,Allen_parietal_operculum_L,Allen_planum_temporale_L,-1,FALSE
74,Allen_parietal_operculum_L,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,-1,FALSE
75,Allen_midline_nuclear_complex_L,Allen_thalamus_L,-1,FALSE
76,Allen_thalamus_L,Allen_zona_incerta_L,-1,FALSE
77,Allen_supramarginal_gyrus_L,Allen_supraparietal_lobule_L,-1,FALSE
78,Allen_planum_temporale_L,Allen_supramarginal_gyrus_L,-1,FALSE
79,Allen_lateral_posterior_nucleus_of_thalamus_L,Allen_pulvinar_of_thalamus_L,-1,FALSE
80,Allen_parietal_operculum_R,Allen_planum_temporale_R,-1,FALSE
81,Allen_cuneus_L,Allen_precuneus_L,-1,FALSE
82,Allen_midline_nuclear_complex_L,Allen_reuniens_nucleus_medioventral_nucleus_of_thalamus_L,-1,FALSE
83,Allen_primary_motor_cortex_L,Allen_white_matter_of_forebrain_L,-1,FALSE
84,Allen_fornix_L,Allen_tuberal_region_of_HTH_L,-1,FALSE
85,Allen_fornix_L,Allen_tuberal_region_of_HTH_L,-1,FALSE
86,Allen_fornix_L,Allen_white_matter_of_forebrain_L,-1,FALSE
87,Allen_primary_motor_cortex_L,Allen_white_matter_of_forebrain_L,-1,FALSE
88,Allen_body_of_caudate_L,Allen_body_of_lateral_ventricle_L,-1,FALSE
89,Allen_habenular_nuclei_L,Allen_thalamus_L,-1,FALSE
90,Allen_cingulate_gyrus_caudal_posterior_part_L,Allen_precuneus_L,-1,FALSE
91,Allen_body_of_caudate_L,Allen_white_matter_of_forebrain_L,-1,FALSE
92,Allen_parietal_operculum_L,Allen_white_matter_of_forebrain_L,-1,FALSE
93,Allen_septal_nuclei_L,Allen_white_matter_of_forebrain_L,-1,FALSE
94,Allen_paracentral_lobule_caudal_part_L,Allen_white_matter_of_forebrain_L,-1,FALSE
95,Allen_precuneus_L,Allen_superior_occipital_gyrus_L,-1,FALSE
96,Allen_perirhinal_gyrus_rostral_part_of_FuGt_L,Allen_white_matter_of_forebrain_L,-1,FALSE
97,Allen_cuneus_L,Allen_white_matter_of_forebrain_L,-1,FALSE
98,Allen_paracentral_lobule_rostral_part_L,Allen_primary_motor_cortex_L,-1,FALSE
99,Allen_thalamus_L,Allen_zona_incerta_L,-1,FALSE
100,Allen_body_of_lateral_ventricle_L,Allen_thalamus_L,-1,FALSE
101,Allen_thalamus_L,Allen_white_matter_of_forebrain_L,-1,FALSE
102,Allen_mediodorsal_nucleus_of_thalamus_L,Allen_midline_nuclear_complex_L,-1,FALSE
103,Allen_superior_occipital_gyrus_L,Allen_supraparietal_lobule_L,-1,FALSE
104,Allen_parietal_operculum_R,Allen_planum_temporale_R,-1,FALSE
105,Allen_postcentral_gyrus_L,Allen_supraparietal_lobule_L,-1,FALSE
106,Allen_angular_gyrus_L,Allen_white_matter_of_forebrain_L,-1,FALSE
107,Allen_lateral_posterior_nucleus_of_thalamus_L,Allen_thalamus_L,-1,FALSE
108,Allen_anterior_commissure_R,Allen_white_matter_of_forebrain_R,-1,FALSE
109,Allen_supramarginal_gyrus_L,Allen_white_matter_of_forebrain_L,-1,FALSE
110,Allen_postcentral_gyrus_L,Allen_supramarginal_gyrus_L,-1,FALSE
111,Allen_tail_of_caudate_R,Allen_white_matter_of_forebrain_R,-1,FALSE
112,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,Allen_white_matter_of_forebrain_L,-1,FALSE
113,Allen_planum_temporale_L,Allen_white_matter_of_forebrain_L,-1,FALSE
114,Allen_parietal_operculum_L,Allen_supramarginal_gyrus_L,-1,FALSE
115,Allen_postcentral_gyrus_L,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,-1,FALSE
116,Allen_cingulate_gyrus_caudal_posterior_part_L,Allen_paracentral_lobule_rostral_part_L,-1,FALSE
117,Allen_body_of_lateral_ventricle_L,Allen_perirhinal_gyrus_rostral_part_of_FuGt_L,-1,FALSE
118,Allen_fornix_L,Allen_septal_nuclei_L,-1,FALSE
119,Allen_tuberal_region_of_HTH_L,Allen_white_matter_of_forebrain_L,-1,FALSE
120,Allen_postcentral_gyrus_L,Allen_primary_motor_cortex_L,-1,FALSE
121,Allen_reuniens_nucleus_medioventral_nucleus_of_thalamus_L,Allen_thalamus_L,-1,FALSE
122,Allen_precuneus_L,Allen_white_matter_of_forebrain_L,-1,FALSE
123,Allen_mediodorsal_nucleus_of_thalamus_L,Allen_pulvinar_of_thalamus_L,-1,FALSE
124,Allen_angular_gyrus_L,Allen_supraparietal_lobule_L,-1,FALSE
125,Allen_lateral_posterior_nucleus_of_thalamus_L,Allen_ventral_lateral_nucleus_of_thalamus_L,-1,FALSE
126,Allen_cingulate_gyrus_caudal_posterior_part_L,Allen_paracentral_lobule_caudal_part_L,-1,FALSE
127,Allen_angular_gyrus_L,Allen_supramarginal_gyrus_L,-1,FALSE
128,Allen_pulvinar_of_thalamus_L,Allen_thalamus_L,-1,FALSE
129,Allen_long_insular_gyri_L,Allen_parietal_operculum_L,-1,FALSE
130,Allen_body_of_lateral_ventricle_L,Allen_fornix_L,-1,FALSE
131,Allen_parietal_operculum_L,Allen_planum_temporale_L,-1,FALSE
132,Allen_long_insular_gyri_L,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,-1,FALSE
133,Allen_paracentral_lobule_caudal_part_L,Allen_precuneus_L,-1,FALSE
134,Allen_thalamus_L,Allen_ventral_lateral_nucleus_of_thalamus_L,-1,FALSE
135,Allen_cuneus_L,Allen_precuneus_L,-1,FALSE
136,Allen_paracentral_lobule_rostral_part_L,Allen_white_matter_of_forebrain_L,-1,FALSE
137,Allen_long_insular_gyri_R,Allen_white_matter_of_forebrain_R,-1,FALSE
138,Allen_parietal_operculum_L,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,-1,FALSE
139,Allen_supraparietal_lobule_L,Allen_white_matter_of_forebrain_L,-1,FALSE
140,Allen_cingulate_gyrus_caudal_posterior_part_L,Allen_white_matter_of_forebrain_L,-1,FALSE
141,Allen_midline_nuclear_complex_L,Allen_white_matter_of_forebrain_L,-1,FALSE
142,Allen_parietal_operculum_L,Allen_primary_motor_cortex_L,-1,FALSE
143,Allen_mediodorsal_nucleus_of_thalamus_L,Allen_thalamus_L,-1,FALSE
144,Allen_mammillothalamic_tract_L,Allen_thalamus_L,-1,FALSE
145,Allen_midline_nuclear_complex_L,Allen_reuniens_nucleus_medioventral_nucleus_of_thalamus_L,-1,FALSE
146,Allen_paracentral_lobule_caudal_part_L,Allen_primary_motor_cortex_L,-1,FALSE
147,Allen_supramarginal_gyrus_L,Allen_supraparietal_lobule_L,-1,FALSE
148,Allen_body_of_lateral_ventricle_L,Allen_white_matter_of_forebrain_L,-1,FALSE
149,Allen_superior_occipital_gyrus_L,Allen_white_matter_of_forebrain_L,-1,FALSE
150,Allen_planum_temporale_L,Allen_supramarginal_gyrus_L,-1,FALSE
151,Allen_postcentral_gyrus_L,Allen_white_matter_of_forebrain_L,-1,FALSE
152,Allen_body_of_lateral_ventricle_L,Allen_septal_nuclei_L,-1,FALSE
153,Allen_paracentral_lobule_caudal_part_L,Allen_paracentral_lobule_rostral_part_L,-1,FALSE
154,Allen_supramarginal_gyrus_L,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,-1,FALSE
155,Allen_internal_segment_of_globus_pallidus_L,Allen_white_matter_of_forebrain_L,-1,FALSE
156,Allen_precuneus_L,Allen_supraparietal_lobule_L,-1,FALSE
157,Allen_planum_temporale_L,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,-1,FALSE
158,Allen_lateral_dorsal_nucleus_of_thalamus_L,Allen_thalamus_L,-1,FALSE
159,Allen_habenular_nuclei_L,Allen_white_matter_of_forebrain_L,-1,FALSE
160,Allen_cuneus_L,Allen_superior_occipital_gyrus_L,-1,FALSE
161,Allen_midline_nuclear_complex_L,Allen_thalamus_L,-1,FALSE
162,Allen_white_matter_of_forebrain_L,Allen_zona_incerta_L,-1,FALSE
163,Allen_parietal_operculum_L,Allen_postcentral_gyrus_L,-1,FALSE
164,Allen_paracentral_lobule_caudal_part_L,Allen_postcentral_gyrus_L,-1,FALSE
165,Allen_thalamus_L,Allen_tuberal_region_of_HTH_L,-1,FALSE
166,Allen_angular_gyrus_L,Allen_superior_occipital_gyrus_L,-1,FALSE
167,Allen_long_insular_gyri_L,Allen_white_matter_of_forebrain_L,-1,FALSE
168,Allen_lateral_posterior_nucleus_of_thalamus_L,Allen_pulvinar_of_thalamus_L,-1,FALSE
169,Allen_habenular_nuclei_L,Allen_mediodorsal_nucleus_of_thalamus_L,-1,FALSE
170,Yao_blood_vasculature,Yao_paracortex,-1,FALSE
171,Yao_efferent_lymph_node,Yao_paracortex,-1,FALSE
172,Yao_blood_vasculature,Yao_capsule_of_lymph_node,-1,FALSE
173,Yao_blood_vasculature,Yao_follicles,-1,FALSE
174,Yao_follicles,Yao_paracortex,-1,FALSE
175,Yao_blood_vasculature,Yao_medulla_of_lymph_node,-1,FALSE
176,Yao_efferent_lymph_node,Yao_medulla_of_lymph_node,-1,FALSE
177,Yao_follicles,Yao_medulla_of_lymph_node,-1,FALSE
178,Yao_capsule_of_lymph_node,Yao_efferent_lymph_node,-1,FALSE
179,Yao_blood_vasculature,Yao_efferent_lymph_node,-1,FALSE
180,Yao_medulla_of_lymph_node,Yao_paracortex,-1,FALSE
181,Yao_afferent_lymphatic_vessel,Yao_capsule_of_lymph_node,-1,FALSE
182,Yao_follicles,Yao_paracortex,-1,FALSE
183,Yao_efferent_lymph_node,Yao_paracortex,-1,FALSE
184,Yao_blood_vasculature,Yao_medulla_of_lymph_node,-1,FALSE
185,Yao_blood_vasculature,Yao_efferent_lymph_node,-1,FALSE
186,Yao_efferent_lymph_node,Yao_medulla_of_lymph_node,-1,FALSE
187,Yao_blood_vasculature,Yao_follicles,-1,FALSE
188,Yao_afferent_lymphatic_vessel,Yao_capsule_of_lymph_node,-1,FALSE
189,Yao_follicles,Yao_medulla_of_lymph_node,-1,FALSE
190,Yao_medulla_of_lymph_node,Yao_paracortex,-1,FALSE
191,Yao_capsule_of_lymph_node,Yao_efferent_lymph_node,-1,FALSE
192,Yao_blood_vasculature,Yao_capsule_of_lymph_node,-1,FALSE
193,Yao_blood_vasculature,Yao_paracortex,-1,FALSE
194,VH_F_descending_colon,VH_F_transverse_colon,-1,FALSE
195,VH_F_caecum,VH_F_ileocecal_valve,-1,FALSE
196,VH_F_descending_colon,VH_F_splenic_flexure_of_colon,-1,FALSE
197,VH_F_caecum,VH_F_vermiform_appendix,-1,FALSE
198,VH_F_splenic_flexure_of_colon,VH_F_transverse_colon,-1,FALSE
199,VH_F_rectum,VH_F_sigmoid_colon,-1,FALSE
200,VH_F_ascending_colon,VH_F_transverse_colon,-1,FALSE
201,VH_F_ascending_colon,VH_F_ileocecal_valve,-1,FALSE
202,VH_F_ascending_colon,VH_F_caecum,-1,FALSE
203,VH_F_ascending_colon,VH_F_hepatic_flexure_of_colon,-1,FALSE
204,VH_F_descending_colon,VH_F_sigmoid_colon,-1,FALSE
205,VH_F_hepatic_flexure_of_colon,VH_F_transverse_colon,-1,FALSE
206,VH_M_caecum,VH_M_vermiform_appendix,-1,FALSE
207,VH_M_ascending_colon,VH_M_hepatic_flexure_of_colon,-1,FALSE
208,VH_M_splenic_flexure_of_colon,VH_M_transverse_colon,-1,FALSE
209,VH_M_caecum,VH_M_ileocecal_valve,-1,FALSE
210,VH_M_hepatic_flexure_of_colon,VH_M_transverse_colon,-1,FALSE
211,VH_M_ascending_colon,VH_M_transverse_colon,-1,FALSE
212,VH_M_rectum,VH_M_sigmoid_colon,-1,FALSE
213,VH_M_descending_colon,VH_M_sigmoid_colon,-1,FALSE
214,VH_M_descending_colon,VH_M_transverse_colon,-1,FALSE
215,VH_M_descending_colon,VH_M_splenic_flexure_of_colon,-1,FALSE
216,VH_M_ascending_colon,VH_M_caecum,-1,FALSE
217,VH_F_coronary_sinus,VH_F_middle_cardiac_vein,-1,FALSE
218,VH_F_ascending_aorta,VH_F_pulmonary_artery_R,-1,FALSE
219,VH_F_diagonal_branch_of_left_anterior_descending_artery,VH_F_left_anterior_descending_artery,-1,FALSE
220,VH_F_coronary_sinus,VH_F_small_cardiac_vein,-1,FALSE
221,VH_F_internal_iliac_vein_L,VH_F_internal_pudendal_vein_L,-1,FALSE
222,VH_F_pulmonary_artery_R,VH_F_superior_vena_cava,-1,FALSE
223,VH_F_ophthalmic_vein_L,VH_F_superior_ophthalmic_vein_L,-1,FALSE
224,VH_F_internal_iliac_vein_R,VH_F_middle_rectal_vein_R,-1,FALSE
225,VH_F_inferior_mesenteric_artery,VH_F_left_colic_artery,-1,FALSE
226,VH_F_celiac_trunk,VH_F_common_hepatic_artery,-1,FALSE
227,VH_F_internal_iliac_vein_R,VH_F_right_common_iliac_vein,-1,FALSE
228,VH_F_pulmonary_artery_L,VH_F_pulmonary_trunk,-1,FALSE
229,VH_F_descending_aorta_b,VH_F_superior_mesenteric_artery,-1,FALSE
230,VH_F_left_posterior_descending_branch_of_circumflex_branch_of_left_coronary_artery,VH_F_right_coronary_artery,-1,FALSE
231,VH_F_superior_rectal_artery,VH_F_superior_rectal_vein,-1,FALSE
232,VH_F_cystic_vein,VH_F_right_branch_of_portal_vein,-1,FALSE
233,VH_F_right_colic_artery,VH_F_superior_mesenteric_artery,-1,FALSE
234,VH_F_left_branch_of_portal_vein,VH_F_right_branch_of_portal_vein,-1,FALSE
235,VH_F_central_retinal_vein_R,VH_F_superior_ophthalmic_vein_R,-1,FALSE
236,VH_F_posterior_left_ventricular_branch,VH_F_right_coronary_artery,-1,FALSE
237,VH_F_middle_colic_artery,VH_F_superior_mesenteric_artery,-1,FALSE
238,VH_F_hepatic_portal_vein,VH_F_proper_hepatic_artery,-1,FALSE
239,VH_F_coronary_sinus,VH_F_left_circumflex_artery,-1,FALSE
240,VH_F_splenic_vein,VH_F_superior_mesenteric_artery,-1,FALSE
241,VH_F_cystic_artery,VH_F_cystic_vein,-1,FALSE
242,VH_F_inferior_mesenteric_vein,VH_F_left_colic_vein,-1,FALSE
243,VH_F_central_retinal_artery_L,VH_F_central_retinal_vein_L,-1,FALSE
244,VH_F_hepatic_portal_vein,VH_F_superior_mesenteric_vein,-1,FALSE
245,VH_F_inferior_vena_cava_a,VH_F_inferior_vena_cava_b,-1,FALSE
246,VH_F_great_cardiac_vein,VH_F_left_circumflex_artery,-1,FALSE
247,VH_F_celiac_trunk,VH_F_descending_aorta_b,-1,FALSE
248,VH_F_coronary_sinus,VH_F_left_marginal_vein,-1,FALSE
249,VH_F_left_circumflex_artery,VH_F_left_marginal_branch,-1,FALSE
250,VH_F_inferior_vena_cava_b,VH_F_median_sacral_vein,-1,FALSE
251,VH_F_left_subclavian_artery_a,VH_F_left_subclavian_artery_b,-1,FALSE
252,VH_F_inferior_rectal_vein_L,VH_F_internal_pudendal_vein_L,-1,FALSE
253,VH_F_central_retinal_vein_R,VH_F_opthalmic_artery_R,-1,FALSE
254,VH_F_posterior_segmental_right_hepatic_artery,VH_F_right_branch_of_portal_vein,-1,FALSE
255,VH_F_left_branch_of_portal_vein,VH_F_proper_hepatic_artery,-1,FALSE
256,VH_F_central_retinal_artery_R,VH_F_central_retinal_vein_R,-1,FALSE
257,VH_F_central_retinal_artery_R,VH_F_long_posterior_ciliary_artery_R,-1,FALSE
258,VH_F_posterior_segmental_right_hepatic_artery,VH_F_right_hepatic_artery,-1,FALSE
259,VH_F_right_coronary_artery,VH_F_right_marginal_artery,-1,FALSE
260,VH_F_anterior_cardiac_vein,VH_F_right_coronary_artery,-1,FALSE
261,VH_F_common_hepatic_artery,VH_F_proper_hepatic_artery,-1,FALSE
262,VH_F_inferior_pancreaticoduodenal_vein,VH_F_superior_mesenteric_vein,-1,FALSE
263,VH_F_inferior_mesenteric_vein,VH_F_superior_rectal_vein,-1,FALSE
264,VH_F_left_hepatic_artery,VH_F_proper_hepatic_artery,-1,FALSE
265,VH_F_posterior_vein_of_left_ventricle,VH_F_right_coronary_artery,-1,FALSE
266,VH_F_internal_iliac_vein_R,VH_F_internal_pudendal_vein_R,-1,FALSE
267,VH_F_inferior_vena_cava_b,VH_F_left_renal_vein,-1,FALSE
268,VH_F_ileocolic_artery,VH_F_superior_mesenteric_artery,-1,FALSE
269,VH_F_left_posterior_descending_branch_of_circumflex_branch_of_left_coronary_artery,VH_F_middle_cardiac_vein,-1,FALSE
270,VH_F_proper_hepatic_artery,VH_F_right_hepatic_artery,-1,FALSE
271,VH_F_descending_aorta_a,VH_F_descending_aorta_b,-1,FALSE
272,VH_F_left_common_iliac_vein,VH_F_median_sacral_vein,-1,FALSE
273,VH_F_descending_aorta_b,VH_F_left_renal_vein,-1,FALSE
274,VH_F_inferior_pancreaticoduodenal_vein,VH_F_middle_colic_vein,-1,FALSE
275,VH_F_hepatic_portal_vein,VH_F_splenic_vein,-1,FALSE
276,VH_F_left_hepatic_artery,VH_F_middle_hepatic_artery_branch_of_left_hepatic_artery,-1,FALSE
277,VH_F_pulmonary_artery_R,VH_F_pulmonary_trunk,-1,FALSE
278,VH_F_inferior_mesenteric_artery,VH_F_sigmoid_artery_a,-1,FALSE
279,VH_F_inferior_mesenteric_artery,VH_F_superior_rectal_artery,-1,FALSE
280,VH_F_central_retinal_vein_L,VH_F_superior_ophthalmic_vein_L,-1,FALSE
281,VH_F_inferior_mesenteric_artery,VH_F_sigmoid_artery_c,-1,FALSE
282,VH_F_splenic_vein,VH_F_superior_mesenteric_vein,-1,FALSE
283,VH_F_right_uterine_artery,VH_F_right_uterine_vein,-1,FALSE
284,VH_F_aortic_arch,VH_F_ascending_aorta,-1,FALSE
285,VH_F_inferior_mesenteric_vein,VH_F_sigmoid_vein_c,-1,FALSE
286,VH_F_inferior_vena_cava_b,VH_F_right_renal_vein,-1,FALSE
287,VH_F_left_branch_of_portal_vein,VH_F_left_hepatic_artery,-1,FALSE
288,VH_F_left_common_carotid_artery_a,VH_F_left_common_carotid_artery_b,-1,FALSE
289,VH_F_left_hepatic_vein,VH_F_middle_hepatic_vein,-1,FALSE
290,VH_F_aortic_arch,VH_F_left_common_carotid_artery_a,-1,FALSE
291,VH_F_aortic_arch,VH_F_left_subclavian_artery_a,-1,FALSE
292,VH_F_right_branch_of_portal_vein,VH_F_right_hepatic_artery,-1,FALSE
293,VH_F_inferior_mesenteric_vein,VH_F_sigmoid_vein_b,-1,FALSE
294,VH_F_central_retinal_artery_R,VH_F_opthalmic_artery_R,-1,FALSE
295,VH_F_splenic_artery,VH_F_splenic_vein,-1,FALSE
296,VH_F_middle_colic_vein,VH_F_superior_mesenteric_vein,-1,FALSE
297,VH_F_aortic_arch,VH_F_descending_aorta_a,-1,FALSE
298,VH_F_inferior_rectal_vein_R,VH_F_internal_pudendal_vein_R,-1,FALSE
299,VH_F_inferior_mesenteric_vein,VH_F_left_colic_artery,-1,FALSE
300,VH_F_anterior_segmental_right_hepatic_artery,VH_F_posterior_segmental_right_hepatic_artery,-1,FALSE
301,VH_F_central_retinal_artery_L,VH_F_long_posterior_ciliary_artery_L,-1,FALSE
302,VH_F_inferior_mesenteric_artery,VH_F_sigmoid_artery_b,-1,FALSE
303,VH_F_left_renal_vein,VH_F_splenic_vein,-1,FALSE
304,VH_F_inferior_mesenteric_vein,VH_F_splenic_vein,-1,FALSE
305,VH_F_anterior_segmental_right_hepatic_artery,VH_F_right_branch_of_portal_vein,-1,FALSE
306,VH_F_coronary_sinus,VH_F_great_cardiac_vein,-1,FALSE
307,VH_F_anterior_segmental_right_hepatic_artery,VH_F_right_hepatic_artery,-1,FALSE
308,VH_F_left_anterior_descending_artery,VH_F_left_coronary_artery,-1,FALSE
309,VH_F_coronary_sinus,VH_F_oblique_vein_of_left_atrium,-1,FALSE
310,VH_F_left_circumflex_artery,VH_F_left_coronary_artery,-1,FALSE
311,VH_F_aortic_arch,VH_F_brachiocephalic_artery_a,-1,FALSE
312,VH_F_inferior_vena_cava_a,VH_F_middle_hepatic_vein,-1,FALSE
313,VH_F_descending_aorta_b,VH_F_left_renal_artery,-1,FALSE
314,VH_F_left_colic_artery,VH_F_left_colic_vein,-1,FALSE
315,VH_F_ileocolic_vein,VH_F_superior_mesenteric_vein,-1,FALSE
316,VH_F_internal_iliac_vein_L,VH_F_left_common_iliac_vein,-1,FALSE
317,VH_F_brachiocephalic_artery_a,VH_F_brachiocephalic_artery_b,-1,FALSE
318,VH_F_coronary_sinus,VH_F_right_coronary_artery,-1,FALSE
319,VH_F_central_retinal_vein_L,VH_F_opthalmic_artery_L,-1,FALSE
320,VH_F_great_cardiac_vein,VH_F_left_anterior_descending_artery,-1,FALSE
321,VH_F_ophthalmic_vein_R,VH_F_superior_ophthalmic_vein_R,-1,FALSE
322,VH_F_hepatic_portal_vein,VH_F_left_branch_of_portal_vein,-1,FALSE
323,VH_F_internal_iliac_vein_L,VH_F_middle_rectal_vein_L,-1,FALSE
324,VH_F_inferior_vena_cava_b,VH_F_right_common_iliac_vein,-1,FALSE
325,VH_F_coronary_sinus,VH_F_posterior_vein_of_left_ventricle,-1,FALSE
