sample,rui_location,in_atlas,modality,cell_id,cell_label,cell_count,percentage_of_total
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc_TissueBlock,http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,true,bulk,http://purl.obolibrary.org/obo/CL_0001054,CD14-positive monocyte,239.8058,0.006081094
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc_TissueBlock,http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,true,bulk,http://purl.obolibrary.org/obo/CL_0002319,neural cell,215.0636,0.005453672
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc_TissueBlock,http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,true,bulk,http://purl.obolibrary.org/obo/CL_0000934,"CD4-positive, alpha-beta cytotoxic T cell",190.793,0.004838207
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc_TissueBlock,http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,true,bulk,http://purl.obolibrary.org/obo/CL_0000576,monocyte,148.7556,0.003772207
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc_TissueBlock,http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,true,bulk,http://purl.obolibrary.org/obo/CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",143.9057,0.00364922
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc_TissueBlock,http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,true,bulk,http://purl.obolibrary.org/obo/CL_0000906,"activated CD8-positive, alpha-beta T cell",132.8044,0.00336771
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc_TissueBlock,http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,true,bulk,http://purl.obolibrary.org/obo/CL_0000814,mature NK T cell,127.3116,0.003228419
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc_TissueBlock,http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,true,bulk,http://purl.obolibrary.org/obo/CL_0000097,mast cell,115.9756,0.002940958
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc_TissueBlock,http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,true,bulk,http://purl.obolibrary.org/obo/CL_0000896,"activated CD4-positive, alpha-beta T cell",99.49922,0.002523142
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc_TissueBlock,http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,true,bulk,http://purl.obolibrary.org/obo/CL_0000236,B cell,89.39032,0.002266796
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc_TissueBlock,http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,true,bulk,http://purl.obolibrary.org/obo/CL_1000309,epicardial adipocyte,78.69733,0.001995639
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc_TissueBlock,http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,true,bulk,http://purl.obolibrary.org/obo/CL_0002138,endothelial cell of lymphatic vessel,71.36877,0.001809798
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc_TissueBlock,http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,true,bulk,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell,40.84016,0.001035641
http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc_TissueBlock,http://purl.org/ccf/1.5/05c11830-1526-4472-bd12-ea24dbcfd3cc,true,bulk,http://purl.obolibrary.org/obo/CL_0000077,mesothelial cell,1.227015,3.111515E-5
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_0000583,alveolar macrophage,2065.389,0.1691774
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_0002063,type II pneumocyte,1817.624,0.1488828
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_0000057,fibroblast,1795.703,0.1470872
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_0002062,type I pneumocyte,956.8284,0.07837445
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_0000084,T cell,793.4822,0.06499466
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_0000576,monocyte,774.1718,0.06341293
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell,692.0123,0.05668319
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_0000003,native cell,572.0293,0.0468553
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_0000236,B cell,325.0027,0.02662119
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_0000623,natural killer cell,314.6202,0.02577075
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_0000158,club cell,306.2736,0.02508708
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_0000066,epithelial cell,272.7312,0.0223396
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_0000235,macrophage,268.391,0.02198409
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_0000669,pericyte,235.0361,0.01925196
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_0000064,ciliated cell,205.0936,0.01679936
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_0000186,myofibroblast cell,156.2158,0.01279574
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_0000192,smooth muscle cell,143.1066,0.01172196
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_0000138,chondrocyte,69.00509,0.005652253
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_0000595,enucleate erythrocyte,66.18642,0.005421374
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_0000160,goblet cell,62.83455,0.00514682
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_0000359,vascular associated smooth muscle cell,60.42154,0.004949168
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_1000413,endothelial cell of artery,55.85758,0.004575332
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell,53.03194,0.004343882
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_0000646,basal cell,51.00507,0.004177859
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_0002543,vein endothelial cell,41.09442,0.003366072
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_0000097,mast cell,32.15819,0.002634098
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_1000223,lung neuroendocrine cell,15.44622,0.00126521
http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_TissueBlock,http://purl.org/ccf/1.5/0c1510fa-83b7-43aa-aa70-d261835ce604_LungMap_Female_AllenWangLungMap_FEMALE_tissueblock_RUI,true,bulk,http://purl.obolibrary.org/obo/CL_0000071,blood vessel endothelial cell,7.670485,6.282945E-4
http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189_TissueBlock,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,true,bulk,http://purl.obolibrary.org/obo/CL_0002131,regular ventricular cardiac myocyte,26005.35,0.3717313
http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189_TissueBlock,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,true,bulk,http://purl.obolibrary.org/obo/CL_0000669,pericyte,11049.97,0.1579529
http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189_TissueBlock,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,true,bulk,http://purl.obolibrary.org/obo/CL_0002144,capillary endothelial cell,7712.083,0.1102397
http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189_TissueBlock,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,true,bulk,http://purl.obolibrary.org/obo/CL_0000057,fibroblast,7516.656,0.1074462
http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189_TissueBlock,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,true,bulk,http://purl.obolibrary.org/obo/CL_0000003,native cell,5709.513,0.08161418
http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189_TissueBlock,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,true,bulk,http://purl.obolibrary.org/obo/CL_1000413,endothelial cell of artery,2654.33,0.03794211
http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189_TissueBlock,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,true,bulk,http://purl.obolibrary.org/obo/CL_0000192,smooth muscle cell,1889.295,0.02700637
http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189_TissueBlock,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,true,bulk,http://purl.obolibrary.org/obo/CL_0000235,macrophage,1655.583,0.0236656
http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189_TissueBlock,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,true,bulk,http://purl.obolibrary.org/obo/CL_0000115,endothelial cell,1236.77,0.01767891
http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189_TissueBlock,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,true,bulk,http://purl.obolibrary.org/obo/CL_0002543,vein endothelial cell,830.1409,0.01186638
http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189_TissueBlock,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,true,bulk,http://purl.obolibrary.org/obo/CL_0000623,natural killer cell,423.0629,0.006047439
http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189_TissueBlock,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,true,bulk,http://purl.obolibrary.org/obo/CL_0000934,"CD4-positive, alpha-beta cytotoxic T cell",409.655,0.00585578
http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189_TissueBlock,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,true,bulk,http://purl.obolibrary.org/obo/CL_0002397,"CD14-positive, CD16-positive monocyte",373.2753,0.005335754
http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189_TissueBlock,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,true,bulk,http://purl.obolibrary.org/obo/CL_0002319,neural cell,370.4901,0.00529594
http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189_TissueBlock,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,true,bulk,http://purl.obolibrary.org/obo/CL_0000906,"activated CD8-positive, alpha-beta T cell",345.7792,0.004942713
http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189_TissueBlock,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,true,bulk,http://purl.obolibrary.org/obo/CL_1000309,epicardial adipocyte,278.1588,0.003976119
http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189_TissueBlock,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,true,bulk,http://purl.obolibrary.org/obo/CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",271.6972,0.003883754
http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189_TissueBlock,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,true,bulk,http://purl.obolibrary.org/obo/CL_0000576,monocyte,224.367,0.003207196
http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189_TissueBlock,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,true,bulk,http://purl.obolibrary.org/obo/CL_0001054,CD14-positive monocyte,209.5765,0.002995775
http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189_TissueBlock,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,true,bulk,http://purl.obolibrary.org/obo/CL_0000097,mast cell,186.0316,0.002659213
http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189_TissueBlock,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,true,bulk,http://purl.obolibrary.org/obo/CL_0000814,mature NK T cell,162.9974,0.002329953
http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189_TissueBlock,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,true,bulk,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell,122.2342,0.001747266
http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189_TissueBlock,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,true,bulk,http://purl.obolibrary.org/obo/CL_0002138,endothelial cell of lymphatic vessel,113.096,0.001616642
http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189_TissueBlock,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,true,bulk,http://purl.obolibrary.org/obo/CL_0000236,B cell,98.56356,0.001408909
http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189_TissueBlock,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,true,bulk,http://purl.obolibrary.org/obo/CL_0000896,"activated CD4-positive, alpha-beta T cell",95.62486,0.001366902
http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189_TissueBlock,http://purl.org/ccf/1.5/1fe61622-ba53-47c9-967e-e764c21b8189,true,bulk,http://purl.obolibrary.org/obo/CL_0000077,mesothelial cell,13.07493,1.868985E-4
http://purl.org/ccf/1.5/20a0c365-6a97-4224-ae14-16fba10c13f8_TissueBlock,http://purl.org/ccf/1.5/20a0c365-6a97-4224-ae14-16fba10c13f8,true,bulk,http://purl.obolibrary.org/obo/CL_0002131,regular ventricular cardiac myocyte,67696.26,0.3231198
http://purl.org/ccf/1.5/20a0c365-6a97-4224-ae14-16fba10c13f8_TissueBlock,http://purl.org/ccf/1.5/20a0c365-6a97-4224-ae14-16fba10c13f8,true,bulk,http://purl.obolibrary.org/obo/CL_0000669,pericyte,35979.08,0.1717311
http://purl.org/ccf/1.5/20a0c365-6a97-4224-ae14-16fba10c13f8_TissueBlock,http://purl.org/ccf/1.5/20a0c365-6a97-4224-ae14-16fba10c13f8,true,bulk,http://purl.obolibrary.org/obo/CL_0002144,capillary endothelial cell,28905.52,0.1379684
http://purl.org/ccf/1.5/20a0c365-6a97-4224-ae14-16fba10c13f8_TissueBlock,http://purl.org/ccf/1.5/20a0c365-6a97-4224-ae14-16fba10c13f8,true,bulk,http://purl.obolibrary.org/obo/CL_0000057,fibroblast,20974.97,0.1001152
http://purl.org/ccf/1.5/20a0c365-6a97-4224-ae14-16fba10c13f8_TissueBlock,http://purl.org/ccf/1.5/20a0c365-6a97-4224-ae14-16fba10c13f8,true,bulk,http://purl.obolibrary.org/obo/CL_0000003,native cell,15151.43,0.07231902
http://purl.org/ccf/1.5/20a0c365-6a97-4224-ae14-16fba10c13f8_TissueBlock,http://purl.org/ccf/1.5/20a0c365-6a97-4224-ae14-16fba10c13f8,true,bulk,http://purl.obolibrary.org/obo/CL_1000413,endothelial cell of artery,10250.02,0.04892419
http://purl.org/ccf/1.5/20a0c365-6a97-4224-ae14-16fba10c13f8_TissueBlock,http://purl.org/ccf/1.5/20a0c365-6a97-4224-ae14-16fba10c13f8,true,bulk,http://purl.obolibrary.org/obo/CL_0000192,smooth muscle cell,6644.184,0.03171323
