organ,as_label,cell_label,cell_id,mean_cell_count,cell_count
VHFLeftKidney,outer cortex of kidney,Natural Killer / Natural Killer T,https://purl.org/ccf/ASCTB-TEMP_natural-killer-natural-killer-t,18,18
VHFLeftKidney,outer cortex of kidney,Natural Killer T,https://purl.org/ccf/ASCTB-TEMP_natural-killer-t,9,9
VHFLeftKidney,outer cortex of kidney,Neutrophil,https://purl.org/ccf/ASCTB-TEMP_neutrophil,2,2
VHFLeftKidney,outer cortex of kidney,Non-classical monocyte,https://purl.org/ccf/ASCTB-TEMP_non-classical-monocyte,1,2
VHFLeftKidney,outer cortex of kidney,Outer Medullary Collecting Duct Intercalated Type A,https://purl.org/ccf/ASCTB-TEMP_outer-medullary-collecting-duct-intercalated-type-a,43.8,219
VHFLeftKidney,outer cortex of kidney,Outer Medullary Collecting Duct Principal,https://purl.org/ccf/ASCTB-TEMP_outer-medullary-collecting-duct-principal,5.25,21
VHFLeftKidney,outer cortex of kidney,Papillary Tip Epithelial,https://purl.org/ccf/ASCTB-TEMP_papillary-tip-epithelial,1,2
VHFLeftKidney,outer cortex of kidney,Parietal Epithelial,https://purl.org/ccf/ASCTB-TEMP_parietal-epithelial,10.4,52
VHFLeftKidney,outer cortex of kidney,Peritubular Capilary Endothelial,https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial,303,303
VHFLeftKidney,outer cortex of kidney,"Peritubular Capilary Endothelial ",https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial,52.5,210
VHFLeftKidney,outer cortex of kidney,Plasma,https://purl.org/ccf/ASCTB-TEMP_plasma,2,2
VHFLeftKidney,outer cortex of kidney,Podocyte,https://purl.org/ccf/ASCTB-TEMP_podocyte,54.2,271
VHFLeftKidney,outer cortex of kidney,Proximal Tubule Epithelial Segment 1,https://purl.org/ccf/ASCTB-TEMP_proximal-tubule-epithelial-segment-1,440.25,1761
VHFLeftKidney,outer cortex of kidney,Proximal Tubule Epithelial Segment 2,https://purl.org/ccf/ASCTB-TEMP_proximal-tubule-epithelial-segment-2,17.33333333333333333333,52
VHFLeftKidney,outer cortex of kidney,Proximal Tubule Epithelial Segment 3,https://purl.org/ccf/ASCTB-TEMP_proximal-tubule-epithelial-segment-3,260.2,1301
VHFLeftKidney,outer cortex of kidney,Renin-positive Juxtaglomerular Granular,https://purl.org/ccf/ASCTB-TEMP_renin-positive-juxtaglomerular-granular,2,4
VHFLeftKidney,outer cortex of kidney,Schwann / Neural,https://purl.org/ccf/ASCTB-TEMP_schwann-neural,4,4
VHFLeftKidney,outer cortex of kidney,T,https://purl.org/ccf/ASCTB-TEMP_t,25.33333333333333333333,76
VHFLeftKidney,outer cortex of kidney,Tissue-resident Macrophage,https://purl.org/ccf/ASCTB-TEMP_tissue-resident-macrophage,36,36
VHFLeftKidney,outer cortex of kidney,Vascular Smooth Muscle / Pericyte,https://purl.org/ccf/ASCTB-TEMP_vascular-smooth-muscle-pericyte,14.2,71
VHFLeftKidney,renal column,Afferent / Efferent Arteriole Endothelial,https://purl.org/ccf/ASCTB-TEMP_afferent-efferent-arteriole-endothelial,1,2
VHFLeftKidney,renal column,Ascending Thin Limb,https://purl.org/ccf/ASCTB-TEMP_ascending-thin-limb,52.66666666666666666667,158
VHFLeftKidney,renal column,Ascending Vasa Recta Endothelial,https://purl.org/ccf/ASCTB-TEMP_ascending-vasa-recta-endothelial,5.5,11
VHFLeftKidney,renal column,Connecting Tubule,https://purl.org/ccf/ASCTB-TEMP_connecting-tubule,446,1338
VHFLeftKidney,renal column,Connecting Tubule Intercalated Type A,https://purl.org/ccf/ASCTB-TEMP_connecting-tubule-intercalated-type-a,1,1
VHFLeftKidney,renal column,Connecting Tubule Principal,https://purl.org/ccf/ASCTB-TEMP_connecting-tubule-principal,1.33333333333333333333,4
VHFLeftKidney,renal column,Cortical Collecting Duct Intercalated Type A,https://purl.org/ccf/ASCTB-TEMP_cortical-collecting-duct-intercalated-type-a,26.66666666666666666667,80
VHFLeftKidney,renal column,Cortical Collecting Duct Principal,https://purl.org/ccf/ASCTB-TEMP_cortical-collecting-duct-principal,71,213
VHFLeftKidney,renal column,Cortical Thick Ascending Limb,https://purl.org/ccf/ASCTB-TEMP_cortical-thick-ascending-limb,234.33333333333333333333,703
VHFLeftKidney,renal column,Cortical Vascular Smooth Muscle / Pericyte,https://purl.org/ccf/ASCTB-TEMP_cortical-vascular-smooth-muscle-pericyte,4.5,9
VHFLeftKidney,renal column,Descending Thin Limb Type 1,https://purl.org/ccf/ASCTB-TEMP_descending-thin-limb-type-1,487,1461
VHFLeftKidney,renal column,Descending Thin Limb Type 2,https://purl.org/ccf/ASCTB-TEMP_descending-thin-limb-type-2,99,297
VHFLeftKidney,renal column,Descending Thin Limb Type 3,https://purl.org/ccf/ASCTB-TEMP_descending-thin-limb-type-3,20.66666666666666666667,62
VHFLeftKidney,renal column,"Descending Vasa Recta Endothelial ",https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial,10,20
VHFLeftKidney,renal column,Distal Convoluted Tubule Type 1,https://purl.org/ccf/ASCTB-TEMP_distal-convoluted-tubule-type-1,288,864
VHFLeftKidney,renal column,Distal Convoluted Tubule Type 2,https://purl.org/ccf/ASCTB-TEMP_distal-convoluted-tubule-type-2,1,1
VHFLeftKidney,renal column,Fibroblast,https://purl.org/ccf/ASCTB-TEMP_fibroblast,33.66666666666666666667,101
VHFLeftKidney,renal column,Glomerular Capillary Endothelial,https://purl.org/ccf/ASCTB-TEMP_glomerular-capillary-endothelial,8.33333333333333333333,25
VHFLeftKidney,renal column,Inner Medullary Collecting Duct,https://purl.org/ccf/ASCTB-TEMP_inner-medullary-collecting-duct,1750.33333333333333333333,5251
VHFLeftKidney,renal column,Intercalated Type B,https://purl.org/ccf/ASCTB-TEMP_intercalated-type-b,8.5,17
VHFLeftKidney,renal column,M2 Macrophage,https://purl.org/ccf/ASCTB-TEMP_m2-macrophage,3,3
VHFLeftKidney,renal column,Macula Densa,https://purl.org/ccf/ASCTB-TEMP_macula-densa,47.33333333333333333333,142
VHFLeftKidney,renal column,Medullary Fibroblast,https://purl.org/ccf/ASCTB-TEMP_medullary-fibroblast,25.33333333333333333333,76
VHFLeftKidney,renal column,Medullary Thick Ascending Limb,https://purl.org/ccf/ASCTB-TEMP_medullary-thick-ascending-limb,901,2703
VHFLeftKidney,renal column,Mesangial,https://purl.org/ccf/ASCTB-TEMP_mesangial,1.5,3
VHFLeftKidney,renal column,Non-classical monocyte,https://purl.org/ccf/ASCTB-TEMP_non-classical-monocyte,1,1
VHFLeftKidney,renal column,Outer Medullary Collecting Duct Intercalated Type A,https://purl.org/ccf/ASCTB-TEMP_outer-medullary-collecting-duct-intercalated-type-a,20.66666666666666666667,62
VHFLeftKidney,renal column,Outer Medullary Collecting Duct Principal,https://purl.org/ccf/ASCTB-TEMP_outer-medullary-collecting-duct-principal,6.33333333333333333333,19
VHFLeftKidney,renal column,Parietal Epithelial,https://purl.org/ccf/ASCTB-TEMP_parietal-epithelial,2.66666666666666666667,8
VHFLeftKidney,renal column,"Peritubular Capilary Endothelial ",https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial,14.66666666666666666667,44
VHFLeftKidney,renal column,Podocyte,https://purl.org/ccf/ASCTB-TEMP_podocyte,17.66666666666666666667,53
VHFLeftKidney,renal column,Proximal Tubule Epithelial Segment 1,https://purl.org/ccf/ASCTB-TEMP_proximal-tubule-epithelial-segment-1,543,1086
VHFLeftKidney,renal column,Proximal Tubule Epithelial Segment 2,https://purl.org/ccf/ASCTB-TEMP_proximal-tubule-epithelial-segment-2,5,10
VHFLeftKidney,renal column,Proximal Tubule Epithelial Segment 3,https://purl.org/ccf/ASCTB-TEMP_proximal-tubule-epithelial-segment-3,322.33333333333333333333,967
VHFLeftKidney,renal column,Renin-positive Juxtaglomerular Granular,https://purl.org/ccf/ASCTB-TEMP_renin-positive-juxtaglomerular-granular,1,1
VHFLeftKidney,renal column,Schwann / Neural,https://purl.org/ccf/ASCTB-TEMP_schwann-neural,4,4
VHFLeftKidney,renal column,T,https://purl.org/ccf/ASCTB-TEMP_t,1,1
VHFLeftKidney,renal column,Vascular Smooth Muscle / Pericyte,https://purl.org/ccf/ASCTB-TEMP_vascular-smooth-muscle-pericyte,6,18
VHFLeftKidney,renal pyramid,Afferent / Efferent Arteriole Endothelial,https://purl.org/ccf/ASCTB-TEMP_afferent-efferent-arteriole-endothelial,5.42857142857142857143,38
VHFLeftKidney,renal pyramid,Ascending Thin Limb,https://purl.org/ccf/ASCTB-TEMP_ascending-thin-limb,84.09090909090909090909,925
VHFLeftKidney,renal pyramid,Ascending Vasa Recta Endothelial,https://purl.org/ccf/ASCTB-TEMP_ascending-vasa-recta-endothelial,109.6,1096
VHFLeftKidney,renal pyramid,B,https://purl.org/ccf/ASCTB-TEMP_b,1.33333333333333333333,4
VHFLeftKidney,renal pyramid,Classical Dendritic,https://purl.org/ccf/ASCTB-TEMP_classical-dendritic,1,3
VHFLeftKidney,renal pyramid,Connecting Tubule,https://purl.org/ccf/ASCTB-TEMP_connecting-tubule,543,5973
VHFLeftKidney,renal pyramid,Connecting Tubule Intercalated Type A,https://purl.org/ccf/ASCTB-TEMP_connecting-tubule-intercalated-type-a,1,3
VHFLeftKidney,renal pyramid,Connecting Tubule Principal,https://purl.org/ccf/ASCTB-TEMP_connecting-tubule-principal,3.9,39
VHFLeftKidney,renal pyramid,Cortical Collecting Duct Intercalated Type A,https://purl.org/ccf/ASCTB-TEMP_cortical-collecting-duct-intercalated-type-a,19,152
VHFLeftKidney,renal pyramid,Cortical Collecting Duct Principal,https://purl.org/ccf/ASCTB-TEMP_cortical-collecting-duct-principal,142.09090909090909090909,1563
VHFLeftKidney,renal pyramid,Cortical Thick Ascending Limb,https://purl.org/ccf/ASCTB-TEMP_cortical-thick-ascending-limb,217.88888888888888888889,1961
VHFLeftKidney,renal pyramid,Cortical Vascular Smooth Muscle / Pericyte,https://purl.org/ccf/ASCTB-TEMP_cortical-vascular-smooth-muscle-pericyte,3.5,21
VHFLeftKidney,renal pyramid,Cycling Mononuclear Phagocyte,https://purl.org/ccf/ASCTB-TEMP_cycling-mononuclear-phagocyte,1,2
VHFLeftKidney,renal pyramid,Descending Thin Limb Type 1,https://purl.org/ccf/ASCTB-TEMP_descending-thin-limb-type-1,629,6919
VHFLeftKidney,renal pyramid,Descending Thin Limb Type 2,https://purl.org/ccf/ASCTB-TEMP_descending-thin-limb-type-2,42,462
VHFLeftKidney,renal pyramid,Descending Thin Limb Type 3,https://purl.org/ccf/ASCTB-TEMP_descending-thin-limb-type-3,55.54545454545454545455,611
VHFLeftKidney,renal pyramid,Descending Vasa Recta Endothelial,https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial,101,303
VHFLeftKidney,renal pyramid,"Descending Vasa Recta Endothelial ",https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial,14.71428571428571428571,103
VHFLeftKidney,renal pyramid,Distal Convoluted Tubule Type 1,https://purl.org/ccf/ASCTB-TEMP_distal-convoluted-tubule-type-1,130.11111111111111111111,1171
VHFLeftKidney,renal pyramid,Distal Convoluted Tubule Type 2,https://purl.org/ccf/ASCTB-TEMP_distal-convoluted-tubule-type-2,1,1
VHFLeftKidney,renal pyramid,Fibroblast,https://purl.org/ccf/ASCTB-TEMP_fibroblast,23.2,232
VHFLeftKidney,renal pyramid,Glomerular Capillary Endothelial,https://purl.org/ccf/ASCTB-TEMP_glomerular-capillary-endothelial,5.83333333333333333333,35
VHFLeftKidney,renal pyramid,Inner Medullary Collecting Duct,https://purl.org/ccf/ASCTB-TEMP_inner-medullary-collecting-duct,1374.18181818181818181818,15116
VHFLeftKidney,renal pyramid,Intercalated Type B,https://purl.org/ccf/ASCTB-TEMP_intercalated-type-b,3.66666666666666666667,22
VHFLeftKidney,renal pyramid,Lymphatic Endothelial,https://purl.org/ccf/ASCTB-TEMP_lymphatic-endothelial,1.75,7
VHFLeftKidney,renal pyramid,M2 Macrophage,https://purl.org/ccf/ASCTB-TEMP_m2-macrophage,4,16
VHFLeftKidney,renal pyramid,Macula Densa,https://purl.org/ccf/ASCTB-TEMP_macula-densa,36.55555555555555555556,329
VHFLeftKidney,renal pyramid,Mast,https://purl.org/ccf/ASCTB-TEMP_mast,10.5,21
VHFLeftKidney,renal pyramid,Medullary Fibroblast,https://purl.org/ccf/ASCTB-TEMP_medullary-fibroblast,134.09090909090909090909,1475
VHFLeftKidney,renal pyramid,Medullary Thick Ascending Limb,https://purl.org/ccf/ASCTB-TEMP_medullary-thick-ascending-limb,464.66666666666666666667,4182
VHFLeftKidney,renal pyramid,Mesangial,https://purl.org/ccf/ASCTB-TEMP_mesangial,1.25,5
VHFLeftKidney,renal pyramid,Monocyte,https://purl.org/ccf/ASCTB-TEMP_monocyte,2.66666666666666666667,8
VHFLeftKidney,renal pyramid,Monocyte-derived,https://purl.org/ccf/ASCTB-TEMP_monocyte-derived,17.5,70
VHFLeftKidney,renal pyramid,Natural Killer / Natural Killer T,https://purl.org/ccf/ASCTB-TEMP_natural-killer-natural-killer-t,5,15
VHFLeftKidney,renal pyramid,Neutrophil,https://purl.org/ccf/ASCTB-TEMP_neutrophil,2.25,9
VHFLeftKidney,renal pyramid,Non-classical monocyte,https://purl.org/ccf/ASCTB-TEMP_non-classical-monocyte,1,1
VHFLeftKidney,renal pyramid,Outer Medullary Collecting Duct Intercalated Type A,https://purl.org/ccf/ASCTB-TEMP_outer-medullary-collecting-duct-intercalated-type-a,65,520
VHFLeftKidney,renal pyramid,Outer Medullary Collecting Duct Principal,https://purl.org/ccf/ASCTB-TEMP_outer-medullary-collecting-duct-principal,22.375,179
VHFLeftKidney,renal pyramid,Papillary Tip Epithelial,https://purl.org/ccf/ASCTB-TEMP_papillary-tip-epithelial,174,696
VHFLeftKidney,renal pyramid,Parietal Epithelial,https://purl.org/ccf/ASCTB-TEMP_parietal-epithelial,2.33333333333333333333,14
VHFLeftKidney,renal pyramid,Peritubular Capilary Endothelial,https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial,38,114
VHFLeftKidney,renal pyramid,"Peritubular Capilary Endothelial ",https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial,14.57142857142857142857,102
VHFLeftKidney,renal pyramid,Plasma,https://purl.org/ccf/ASCTB-TEMP_plasma,1.66666666666666666667,5
VHFLeftKidney,renal pyramid,Podocyte,https://purl.org/ccf/ASCTB-TEMP_podocyte,13.75,55
VHFLeftKidney,renal pyramid,Proximal Tubule Epithelial Segment 1,https://purl.org/ccf/ASCTB-TEMP_proximal-tubule-epithelial-segment-1,218,1090
VHFLeftKidney,renal pyramid,Proximal Tubule Epithelial Segment 2,https://purl.org/ccf/ASCTB-TEMP_proximal-tubule-epithelial-segment-2,5,10
VHFLeftKidney,renal pyramid,Proximal Tubule Epithelial Segment 3,https://purl.org/ccf/ASCTB-TEMP_proximal-tubule-epithelial-segment-3,195.4,977
VHFLeftKidney,renal pyramid,Renin-positive Juxtaglomerular Granular,https://purl.org/ccf/ASCTB-TEMP_renin-positive-juxtaglomerular-granular,1,3
VHFLeftKidney,renal pyramid,Schwann / Neural,https://purl.org/ccf/ASCTB-TEMP_schwann-neural,2.33333333333333333333,7
VHFLeftKidney,renal pyramid,T,https://purl.org/ccf/ASCTB-TEMP_t,13.8,69
VHFLeftKidney,renal pyramid,Tissue-resident Macrophage,https://purl.org/ccf/ASCTB-TEMP_tissue-resident-macrophage,45.33333333333333333333,136
VHFLeftKidney,renal pyramid,Vascular Smooth Muscle / Pericyte,https://purl.org/ccf/ASCTB-TEMP_vascular-smooth-muscle-pericyte,17.81818181818181818182,196
VHFLeftUreter,left ureter,Afferent / Efferent Arteriole Endothelial,https://purl.org/ccf/ASCTB-TEMP_afferent-efferent-arteriole-endothelial,1.5,3
VHFLeftUreter,left ureter,Ascending Thin Limb,https://purl.org/ccf/ASCTB-TEMP_ascending-thin-limb,1,1
VHFLeftUreter,left ureter,Ascending Vasa Recta Endothelial,https://purl.org/ccf/ASCTB-TEMP_ascending-vasa-recta-endothelial,4,8
VHFLeftUreter,left ureter,Classical Dendritic,https://purl.org/ccf/ASCTB-TEMP_classical-dendritic,8,8
VHFLeftUreter,left ureter,Connecting Tubule,https://purl.org/ccf/ASCTB-TEMP_connecting-tubule,653,1306
VHFLeftUreter,left ureter,Connecting Tubule Principal,https://purl.org/ccf/ASCTB-TEMP_connecting-tubule-principal,1.5,3
VHFLeftUreter,left ureter,Cortical Collecting Duct Intercalated Type A,https://purl.org/ccf/ASCTB-TEMP_cortical-collecting-duct-intercalated-type-a,116.5,233
VHFLeftUreter,left ureter,Cortical Collecting Duct Principal,https://purl.org/ccf/ASCTB-TEMP_cortical-collecting-duct-principal,416,832
VHFLeftUreter,left ureter,Cortical Vascular Smooth Muscle / Pericyte,https://purl.org/ccf/ASCTB-TEMP_cortical-vascular-smooth-muscle-pericyte,71.5,143
VHFLeftUreter,left ureter,Descending Thin Limb Type 1,https://purl.org/ccf/ASCTB-TEMP_descending-thin-limb-type-1,985.5,1971
VHFLeftUreter,left ureter,Descending Thin Limb Type 2,https://purl.org/ccf/ASCTB-TEMP_descending-thin-limb-type-2,16.5,33
VHFLeftUreter,left ureter,Descending Thin Limb Type 3,https://purl.org/ccf/ASCTB-TEMP_descending-thin-limb-type-3,22,22
VHFLeftUreter,left ureter,"Descending Vasa Recta Endothelial ",https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial,60.5,121
VHFLeftUreter,left ureter,Distal Convoluted Tubule Type 1,https://purl.org/ccf/ASCTB-TEMP_distal-convoluted-tubule-type-1,10,10
VHFLeftUreter,left ureter,Fibroblast,https://purl.org/ccf/ASCTB-TEMP_fibroblast,795,1590
VHFLeftUreter,left ureter,Inner Medullary Collecting Duct,https://purl.org/ccf/ASCTB-TEMP_inner-medullary-collecting-duct,9378,18756
VHFLeftUreter,left ureter,Intercalated Type B,https://purl.org/ccf/ASCTB-TEMP_intercalated-type-b,62,62
VHFLeftUreter,left ureter,Lymphatic Endothelial,https://purl.org/ccf/ASCTB-TEMP_lymphatic-endothelial,1,1
VHFLeftUreter,left ureter,M2 Macrophage,https://purl.org/ccf/ASCTB-TEMP_m2-macrophage,20,40
VHFLeftUreter,left ureter,Mast,https://purl.org/ccf/ASCTB-TEMP_mast,1,1
VHFLeftUreter,left ureter,Medullary Fibroblast,https://purl.org/ccf/ASCTB-TEMP_medullary-fibroblast,729,1458
VHFLeftUreter,left ureter,Non-classical monocyte,https://purl.org/ccf/ASCTB-TEMP_non-classical-monocyte,3,3
VHFLeftUreter,left ureter,Outer Medullary Collecting Duct Intercalated Type A,https://purl.org/ccf/ASCTB-TEMP_outer-medullary-collecting-duct-intercalated-type-a,19,19
VHFLeftUreter,left ureter,Papillary Tip Epithelial,https://purl.org/ccf/ASCTB-TEMP_papillary-tip-epithelial,1325.5,2651
VHFLeftUreter,left ureter,Parietal Epithelial,https://purl.org/ccf/ASCTB-TEMP_parietal-epithelial,41.5,83
VHFLeftUreter,left ureter,"Peritubular Capilary Endothelial ",https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial,127.5,255
VHFLeftUreter,left ureter,Renin-positive Juxtaglomerular Granular,https://purl.org/ccf/ASCTB-TEMP_renin-positive-juxtaglomerular-granular,1,1
VHFLeftUreter,left ureter,T,https://purl.org/ccf/ASCTB-TEMP_t,1,1
VHFLeftUreter,left ureter,Vascular Smooth Muscle / Pericyte,https://purl.org/ccf/ASCTB-TEMP_vascular-smooth-muscle-pericyte,13,26
VHFLung,Lateral segmental bronchus,B cell,http://purl.obolibrary.org/obo/CL_0000236,135,540
VHFLung,Lateral segmental bronchus,T cell,http://purl.obolibrary.org/obo/CL_0000084,278.75,1115
VHFLung,Lateral segmental bronchus,alveolar macrophage,http://purl.obolibrary.org/obo/CL_0000583,765.25,3061
VHFLung,Lateral segmental bronchus,basal cell,http://purl.obolibrary.org/obo/CL_0000646,17.5,70
VHFLung,Lateral segmental bronchus,blood vessel endothelial cell,http://purl.obolibrary.org/obo/CL_0000071,2.25,9
VHFLung,Lateral segmental bronchus,chondrocyte,http://purl.obolibrary.org/obo/CL_0000138,13.25,53
VHFLung,Lateral segmental bronchus,ciliated cell,http://purl.obolibrary.org/obo/CL_0000064,84,336
VHFLung,Lateral segmental bronchus,club cell,http://purl.obolibrary.org/obo/CL_0000158,99.25,397
VHFLung,Lateral segmental bronchus,dendritic cell,http://purl.obolibrary.org/obo/CL_0000451,19,76
VHFLung,Lateral segmental bronchus,endothelial cell,http://purl.obolibrary.org/obo/CL_0000115,237.5,950
VHFLung,Lateral segmental bronchus,endothelial cell of artery,http://purl.obolibrary.org/obo/CL_1000413,23,92
VHFLung,Lateral segmental bronchus,enucleate erythrocyte,http://purl.obolibrary.org/obo/CL_0000595,28.25,113
VHFLung,Lateral segmental bronchus,epithelial cell,http://purl.obolibrary.org/obo/CL_0000066,82.25,329
VHFLung,Lateral segmental bronchus,fibroblast,http://purl.obolibrary.org/obo/CL_0000057,625.75,2503
VHFLung,Lateral segmental bronchus,goblet cell,http://purl.obolibrary.org/obo/CL_0000160,30.66666666666666666667,92
VHFLung,Lateral segmental bronchus,lung neuroendocrine cell,http://purl.obolibrary.org/obo/CL_1000223,6.33333333333333333333,19
VHFLung,Lateral segmental bronchus,macrophage,http://purl.obolibrary.org/obo/CL_0000235,85.5,342
VHFLung,Lateral segmental bronchus,mast cell,http://purl.obolibrary.org/obo/CL_0000097,11,44
VHFLung,Lateral segmental bronchus,monocyte,http://purl.obolibrary.org/obo/CL_0000576,305.5,1222
VHFLung,Lateral segmental bronchus,myofibroblast cell,http://purl.obolibrary.org/obo/CL_0000186,59.5,238
VHFLung,Lateral segmental bronchus,native cell,http://purl.obolibrary.org/obo/CL_0000003,203.5,814
VHFLung,Lateral segmental bronchus,natural killer cell,http://purl.obolibrary.org/obo/CL_0000623,124.5,498
VHFLung,Lateral segmental bronchus,pericyte,http://purl.obolibrary.org/obo/CL_0000669,92.75,371
VHFLung,Lateral segmental bronchus,smooth muscle cell,http://purl.obolibrary.org/obo/CL_0000192,60,240
